order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
14,2024-01-15 00:22:38.000182,2024-01-15,157,5,pos,cash,,10.89,AUD
74,2024-01-15 01:59:38.000962,2024-01-15,25,9,pos,giftcard,,5.26,AUD
134,2024-01-15 03:36:38.001742,2024-01-15,114,8,pos,card,,5.01,AUD
194,2024-01-15 05:13:38.002522,2024-01-15,112,4,web,paypal,,5.12,AUD
254,2024-01-15 06:50:38.003302,2024-01-15,29,1,pos,card,,11.16,AUD
314,2024-01-15 08:27:38.004082,2024-01-15,24,3,web,cash,,3.43,AUD
374,2024-01-15 10:04:38.004862,2024-01-15,31,6,web,card,,3.16,AUD
434,2024-01-15 11:41:38.005642,2024-01-15,147,5,pos,cash,,0.48,AUD
494,2024-01-15 13:18:38.006422,2024-01-15,117,2,pos,cash,,8.18,AUD
554,2024-01-15 14:55:38.007202,2024-01-15,101,7,pos,giftcard,,7.65,AUD
614,2024-01-15 16:32:38.007982,2024-01-15,32,3,pos,card,,7.93,AUD
674,2024-01-15 18:09:38.008762,2024-01-15,92,6,web,card,,1.80,AUD
734,2024-01-15 19:46:38.009542,2024-01-15,15,9,pos,paypal,,1.13,AUD
794,2024-01-15 21:23:38.010322,2024-01-15,107,7,pos,paypal,,4.45,AUD
854,2024-01-15 23:00:38.011102,2024-01-15,55,6,web,giftcard,,6.99,AUD
914,2024-01-15 00:37:38.011882,2024-01-15,153,2,web,giftcard,,5.07,AUD
974,2024-01-15 02:14:38.012662,2024-01-15,126,9,pos,cash,,9.28,AUD
1034,2024-01-15 03:51:38.013442,2024-01-15,64,7,web,card,,6.82,AUD
1094,2024-01-15 05:28:38.014222,2024-01-15,134,9,pos,giftcard,,9.68,AUD
1154,2024-01-15 07:05:38.015002,2024-01-15,9,4,web,giftcard,,4.49,AUD
1214,2024-01-15 08:42:38.015782,2024-01-15,109,7,web,cash,,4.79,AUD
1274,2024-01-15 10:19:38.016562,2024-01-15,120,1,pos,cash,,4.55,AUD
1334,2024-01-15 11:56:38.017342,2024-01-15,135,10,pos,cash,,5.40,AUD
1394,2024-01-15 13:33:38.018122,2024-01-15,63,1,pos,giftcard,CPN8685,5.76,AUD
1454,2024-01-15 15:10:38.018902,2024-01-15,128,2,pos,cash,,9.26,AUD
1514,2024-01-15 16:47:38.019682,2024-01-15,91,9,pos,cash,,4.41,AUD
1574,2024-01-15 18:24:38.020462,2024-01-15,65,4,web,card,,2.03,AUD
1634,2024-01-15 20:01:38.021242,2024-01-15,90,9,pos,cash,,0.44,AUD
1694,2024-01-15 21:38:38.022022,2024-01-15,98,4,web,cash,,2.65,AUD
1754,2024-01-15 23:15:38.022802,2024-01-15,156,1,web,card,,2.44,AUD
1814,2024-01-15 00:52:38.023582,2024-01-15,9,5,web,giftcard,,4.49,AUD
1874,2024-01-15 02:29:38.024362,2024-01-15,27,4,pos,paypal,,6.03,AUD
1934,2024-01-15 04:06:38.025142,2024-01-15,76,7,web,card,,4.18,AUD
1994,2024-01-15 05:43:38.025922,2024-01-15,1054,900,web,paypal,,7.88,AUD
2054,2024-01-15 07:20:38.026702,2024-01-15,57,4,pos,giftcard,,3.78,AUD
2114,2024-01-15 08:57:38.027482,2024-01-15,46,9,pos,paypal,,3.52,AUD
2174,2024-01-15 10:34:38.028262,2024-01-15,109,2,web,paypal,,8.20,AUD
2234,2024-01-15 12:11:38.029042,2024-01-15,17,1,web,cash,,6.75,AUD
2294,2024-01-15 13:48:38.029822,2024-01-15,38,7,web,cash,,0.00,AUD
2354,2024-01-15 15:25:38.030602,2024-01-15,29,10,web,giftcard,,3.63,AUD
2414,2024-01-15 17:02:38.031382,2024-01-15,156,4,web,paypal,,1.43,AUD
2474,2024-01-15 18:39:38.032162,2024-01-15,159,3,web,giftcard,,9.60,AUD
2534,2024-01-15 20:16:38.032942,2024-01-15,82,4,pos,giftcard,,9.16,AUD
2594,2024-01-15 21:53:38.033722,2024-01-15,147,9,web,card,,9.71,AUD
2654,2024-01-15 23:30:38.034502,2024-01-15,39,6,pos,card,,10.96,AUD
2714,2024-01-15 01:07:38.035282,2024-01-15,125,10,pos,giftcard,,9.50,AUD
2774,2024-01-15 02:44:38.036062,2024-01-15,62,3,web,paypal,,4.47,AUD
2834,2024-01-15 04:21:38.036842,2024-01-15,97,2,web,cash,,4.98,AUD
2894,2024-01-15 05:58:38.037622,2024-01-15,1,7,pos,cash,CPN3842,5.82,AUD
2954,2024-01-15 07:35:38.038402,2024-01-15,5,9,pos,paypal,,7.56,AUD
