order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
26,1,47,4,42.9890,0.1942,0.0187
26,2,6,1,6.5555,0.0473,0.0306
26,3,31,3,29.8432,0.2431,0.0417
86,1,31,1,10.5058,0.0367,0.0234
86,2,40,4,23.3506,0.0261,0.0500
86,3,13,1,9.8332,0.0025,0.0341
146,1,19,1,28.5670,0.0813,0.0126
146,2,24,2,6.4749,0.1757,0.0175
146,3,38,2,24.8908,0.0382,0.0141
206,1,30,2,28.9836,0.1164,0.0619
206,2,46,1,17.4106,0.1122,0.0245
206,3,27,2,17.4360,0.1264,0.0095
266,1,27,2,17.4474,0.0082,0.0594
266,2,27,2,30.5610,0.1346,0.0682
266,3,16,7,12.9489,0.0034,0.0545
326,1,49,1,16.6591,0.1733,0.0636
326,2,33,1,27.2203,0.0003,0.0337
326,3,18,1,20.4229,0.1881,0.0189
386,1,40,1,10.5676,0.1950,0.0173
386,2,7,2,13.5297,0.0897,0.0068
386,3,25,2,5.5254,0.0045,0.0092
446,1,28,1,14.5617,0.0314,0.0353
446,2,5,3,7.9359,0.0098,0.0253
446,3,5,1,12.5007,0.2308,0.0250
506,1,20,1,28.6341,0.0860,0.0360
506,2,38,2,26.4837,0.1031,0.0477
506,3,3,3,17.8427,0.0550,0.0179
566,1,28,3,21.9031,0.0616,0.0199
566,2,49,2,35.8667,0.2489,0.0087
566,3,38,1,0.4990,0.2019,0.0950
626,1,15,4,23.4594,0.0518,0.0345
626,2,34,2,16.4370,0.0040,0.0240
626,3,33,2,22.9316,0.1608,0.0740
686,1,42,3,8.1638,0.1994,0.0432
686,2,38,3,29.0058,0.0525,0.0775
686,3,43,1,23.3000,0.1349,0.0557
746,1,16,1,24.3605,0.1195,0.1013
746,2,14,4,20.4141,0.0771,0.0088
746,3,8,2,19.1482,0.2897,0.0431
806,1,21,2,29.9469,0.0614,0.0135
806,2,27,1,12.4622,0.0026,0.0298
806,3,13,3,36.4478,0.0506,0.0243
866,1,45,1,16.5527,0.1973,0.0141
866,2,6,2,12.2255,0.0452,0.0158
866,3,17,2,37.2009,0.0671,0.0027
926,1,40,1,20.7904,0.0548,0.0916
926,2,5,2,29.2964,0.0411,0.0345
926,3,40,1,25.7679,0.0440,0.0085
986,1,46,2,25.8099,0.0676,0.0121
986,2,20,1,35.1901,0.0122,0.0063
986,3,35,4,22.8549,0.1340,0.0589
1046,1,44,4,43.5193,0.1483,0.0130
1046,2,11,3,21.5957,0.2188,0.0446
1046,3,23,3,17.1915,0.0044,0.1345
1106,1,2,1,17.5985,0.1273,0.0157
1106,2,36,1,16.7672,0.0740,0.0230
1106,3,31,1,10.6922,0.1442,0.0418
1166,1,21,3,17.1847,0.1624,0.1455
1166,2,34,1,39.0930,0.2416,0.0483
1166,3,16,4,20.1327,0.0553,0.0386
1226,1,2,7,18.2193,0.2438,0.0248
1226,2,15,1,13.3844,0.0753,0.0401
1226,3,18,3,9.1361,0.1262,0.0210
1286,1,40,1,7.9936,0.0315,0.0661
1286,2,28,1,26.4821,0.0033,0.0229
1286,3,6,3,3.2912,0.0181,0.0297
1346,1,15,3,16.4908,0.0116,0.0082
1346,2,28,4,24.3661,0.0047,0.0187
1346,3,41,1,5.3685,0.0364,0.0149
