order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
1,2024-01-02 00:01:37.000013,2024-01-02,25,3,web,card,,5.99,AUD
61,2024-01-02 01:38:37.000793,2024-01-02,7,8,web,cash,,1.30,AUD
121,2024-01-02 03:15:37.001573,2024-01-02,152,6,pos,cash,,3.77,AUD
181,2024-01-02 04:52:37.002353,2024-01-02,21,1,web,paypal,,2.59,AUD
241,2024-01-02 06:29:37.003133,2024-01-02,30,3,pos,giftcard,,0.96,AUD
301,2024-01-02 08:06:37.003913,2024-01-02,22,2,web,giftcard,CPN9875,5.20,AUD
361,2024-01-02 09:43:37.004693,2024-01-02,13,7,pos,giftcard,,1.50,AUD
421,2024-01-02 11:20:37.005473,2024-01-02,90,1,pos,giftcard,,6.37,AUD
481,2024-01-02 12:57:37.006253,2024-01-02,87,1,web,card,,8.85,AUD
541,2024-01-02 14:34:37.007033,2024-01-02,144,1,pos,cash,,8.38,AUD
601,2024-01-02 16:11:37.007813,2024-01-02,10,8,pos,giftcard,,7.38,AUD
661,2024-01-02 17:48:37.008593,2024-01-02,43,10,web,card,,0.00,AUD
721,2024-01-02 19:25:37.009373,2024-01-02,109,3,web,paypal,,12.27,AUD
781,2024-01-02 21:02:37.010153,2024-01-02,104,10,web,giftcard,,5.87,AUD
841,2024-01-02 22:39:37.010933,2024-01-02,95,2,pos,giftcard,,5.68,AUD
901,2024-01-02 00:16:37.011713,2024-01-02,113,4,web,cash,,4.51,AUD
961,2024-01-02 01:53:37.012493,2024-01-02,83,2,web,giftcard,,7.50,AUD
1021,2024-01-02 03:30:37.013273,2024-01-02,91,7,web,paypal,,0.00,AUD
1081,2024-01-02 05:07:37.014053,2024-01-02,39,6,pos,giftcard,,1.67,AUD
1141,2024-01-02 06:44:37.014833,2024-01-02,44,3,web,paypal,,3.96,AUD
1201,2024-01-02 08:21:37.015613,2024-01-02,73,6,pos,paypal,,3.77,AUD
1261,2024-01-02 09:58:37.016393,2024-01-02,81,5,web,giftcard,,4.67,AUD
1321,2024-01-02 11:35:37.017173,2024-01-02,41,1,web,giftcard,,0.00,AUD
1381,2024-01-02 13:12:37.017953,2024-01-02,43,10,pos,card,,2.23,AUD
1441,2024-01-02 14:49:37.018733,2024-01-02,14,2,pos,giftcard,,8.23,AUD
1501,2024-01-02 16:26:37.019513,2024-01-02,67,1,web,card,,2.36,AUD
1561,2024-01-02 18:03:37.020293,2024-01-02,47,8,pos,card,,8.20,AUD
1621,2024-01-02 19:40:37.021073,2024-01-02,17,9,pos,paypal,,7.27,AUD
1681,2024-01-02 21:17:37.021853,2024-01-02,41,8,web,giftcard,,4.22,AUD
1741,2024-01-02 22:54:37.022633,2024-01-02,49,2,web,card,,4.55,AUD
1801,2024-01-02 00:31:37.023413,2024-01-02,96,4,web,cash,,5.47,AUD
1861,2024-01-02 02:08:37.024193,2024-01-02,97,4,pos,card,,8.22,AUD
1921,2024-01-02 03:45:37.024973,2024-01-02,51,1,web,giftcard,,4.98,AUD
1981,2024-01-02 05:22:37.025753,2024-01-02,11,7,web,cash,,10.59,AUD
2041,2024-01-02 06:59:37.026533,2024-01-02,129,8,web,giftcard,,7.12,AUD
2101,2024-01-02 08:36:37.027313,2024-01-02,100,7,pos,card,,2.99,AUD
2161,2024-01-02 10:13:37.028093,2024-01-02,6,1,pos,giftcard,,6.66,AUD
2221,2024-01-02 11:50:37.028873,2024-01-02,70,4,pos,card,,4.90,AUD
2281,2024-01-02 13:27:37.029653,2024-01-02,55,9,pos,cash,,6.71,AUD
2341,2024-01-02 15:04:37.030433,2024-01-02,100,1,web,giftcard,,6.70,AUD
2401,2024-01-02 16:41:37.031213,2024-01-02,156,10,pos,card,,6.16,AUD
2461,2024-01-02 18:18:37.031993,2024-01-02,127,4,pos,card,,8.86,AUD
2521,2024-01-02 19:55:37.032773,2024-01-02,84,1,pos,card,,4.87,AUD
2581,2024-01-02 21:32:37.033553,2024-01-02,14,7,pos,giftcard,,5.27,AUD
2641,2024-01-02 23:09:37.034333,2024-01-02,60,5,web,card,,9.64,AUD
2701,2024-01-02 00:46:37.035113,2024-01-02,126,3,web,cash,CPN2505,4.52,AUD
2761,2024-01-02 02:23:37.035893,2024-01-02,3,7,pos,giftcard,,0.00,AUD
2821,2024-01-02 04:00:37.036673,2024-01-02,144,10,web,paypal,,8.77,AUD
2881,2024-01-02 05:37:37.037453,2024-01-02,70,8,web,cash,,9.81,AUD
2941,2024-01-02 07:14:37.038233,2024-01-02,138,5,web,paypal,,3.42,AUD
