order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
31,2024-02-01 00:50:07.000403,2024-02-01,39,1,pos,cash,,2.78,AUD
91,2024-02-01 02:27:07.001183,2024-02-01,30,8,web,cash,,7.05,AUD
151,2024-02-01 04:04:07.001963,2024-02-01,130,7,web,paypal,,0.00,AUD
211,2024-02-01 05:41:07.002743,2024-02-01,102,7,pos,card,,2.72,AUD
271,2024-02-01 07:18:07.003523,2024-02-01,100,9,web,cash,,7.48,AUD
331,2024-02-01 08:55:07.004303,2024-02-01,108,7,pos,cash,,3.69,AUD
391,2024-02-01 10:32:07.005083,2024-02-01,14,6,web,paypal,,2.90,AUD
451,2024-02-01 12:09:07.005863,2024-02-01,147,2,web,cash,,0.67,AUD
511,2024-02-01 13:46:07.006643,2024-02-01,10,6,web,cash,,6.53,AUD
571,2024-02-01 15:23:07.007423,2024-02-01,98,8,web,paypal,CPN1754,7.73,AUD
631,2024-02-01 17:00:07.008203,2024-02-01,81,3,pos,giftcard,,8.18,AUD
691,2024-02-01 18:37:07.008983,2024-02-01,85,1,web,cash,CPN1337,1.79,AUD
751,2024-02-01 20:14:07.009763,2024-02-01,98,10,web,card,,4.77,AUD
811,2024-02-01 21:51:07.010543,2024-02-01,35,10,web,paypal,,5.92,AUD
871,2024-02-01 23:28:07.011323,2024-02-01,41,7,web,giftcard,,0.78,AUD
931,2024-02-01 01:05:07.012103,2024-02-01,133,7,pos,giftcard,,5.73,AUD
991,2024-02-01 02:42:07.012883,2024-02-01,145,8,web,cash,,3.18,AUD
1051,2024-02-01 04:19:07.013663,2024-02-01,420,860,web,giftcard,,1.64,AUD
1111,2024-02-01 05:56:07.014443,2024-02-01,29,4,web,cash,CPN5079,8.94,AUD
1171,2024-02-01 07:33:07.015223,2024-02-01,33,8,pos,card,,7.08,AUD
1231,2024-02-01 09:10:07.016003,2024-02-01,126,2,web,giftcard,,10.00,AUD
1291,2024-02-01 10:47:07.016783,2024-02-01,12,7,web,card,,4.15,AUD
1351,2024-02-01 12:24:07.017563,2024-02-01,57,9,pos,card,,5.10,AUD
1411,2024-02-01 14:01:07.018343,2024-02-01,29,3,pos,paypal,,9.64,AUD
1471,2024-02-01 15:38:07.019123,2024-02-01,115,3,web,paypal,,13.36,AUD
1531,2024-02-01 17:15:07.019903,2024-02-01,148,10,web,card,,4.03,AUD
1591,2024-02-01 18:52:07.020683,2024-02-01,40,9,web,giftcard,,7.28,AUD
1651,2024-02-01 20:29:07.021463,2024-02-01,128,9,web,card,,8.95,AUD
1711,2024-02-01 22:06:07.022243,2024-02-01,128,5,web,paypal,,3.72,AUD
1771,2024-02-01 23:43:07.023023,2024-02-01,85,10,pos,cash,,3.84,AUD
1831,2024-02-01 01:20:07.023803,2024-02-01,75,4,pos,card,,1.44,AUD
1891,2024-02-01 02:57:07.024583,2024-02-01,136,9,web,paypal,,7.59,AUD
1951,2024-02-01 04:34:07.025363,2024-02-01,146,4,web,card,,4.56,AUD
2011,2024-02-01 06:11:07.026143,2024-02-01,45,10,web,card,,3.07,AUD
2071,2024-02-01 07:48:07.026923,2024-02-01,51,4,pos,paypal,,0.60,AUD
2131,2024-02-01 09:25:07.027703,2024-02-01,149,4,pos,card,,3.15,AUD
2191,2024-02-01 11:02:07.028483,2024-02-01,124,6,web,cash,,8.74,AUD
2251,2024-02-01 12:39:07.029263,2024-02-01,43,4,web,card,CPN2628,4.39,AUD
2311,2024-02-01 14:16:07.030043,2024-02-01,22,9,web,cash,,3.83,AUD
2371,2024-02-01 15:53:07.030823,2024-02-01,138,2,pos,giftcard,,9.52,AUD
2431,2024-02-01 17:30:07.031603,2024-02-01,130,2,pos,card,,5.28,AUD
2491,2024-02-01 19:07:07.032383,2024-02-01,51,6,web,cash,,4.34,AUD
2551,2024-02-01 20:44:07.033163,2024-02-01,112,9,pos,giftcard,,8.87,AUD
2611,2024-02-01 22:21:07.033943,2024-02-01,82,7,pos,paypal,,5.93,AUD
2671,2024-02-01 23:58:07.034723,2024-02-01,153,5,pos,paypal,,5.31,AUD
2731,2024-02-01 01:35:07.035503,2024-02-01,109,7,web,card,,4.30,AUD
2791,2024-02-01 03:12:07.036283,2024-02-01,9,10,pos,giftcard,,6.29,AUD
2851,2024-02-01 04:49:07.037063,2024-02-01,116,5,web,card,,1.56,AUD
2911,2024-02-01 06:26:07.037843,2024-02-01,79,2,web,cash,,1.43,AUD
2971,2024-02-01 08:03:07.038623,2024-02-01,100,4,pos,paypal,,7.33,AUD
