order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
13,1,1,1,19.2470,0.0202,0.0350
13,2,14,1,16.8064,0.0246,0.0253
73,1,48,1,5.5837,0.3233,0.0112
73,2,17,1,28.2056,0.0303,0.0401
133,1,2,3,11.5939,0.0049,0.0102
133,2,41,1,29.5779,0.0157,0.0120
193,1,50,3,14.0776,0.1555,0.0231
193,2,48,4,7.9841,0.0074,0.0479
253,1,9,1,34.6521,0.0614,0.0255
253,2,15,3,10.1751,0.0020,0.0608
313,1,13,4,7.7151,0.0138,0.0383
313,2,1,2,7.1693,0.1084,0.0531
373,1,8,1,30.9661,0.0246,0.0115
373,2,47,1,20.2411,0.0883,0.1551
433,1,7,2,11.5483,0.1597,0.0459
433,2,1,3,26.0874,0.0295,0.0180
493,1,48,2,22.1238,0.1209,0.0221
493,2,13,1,19.9233,0.2459,0.0164
553,1,47,2,19.9394,0.0359,0.0194
553,2,7,2,24.1046,0.1917,0.0439
613,1,30,2,12.0122,0.0362,0.0244
613,2,8,2,28.2598,0.0621,0.0447
673,1,49,1,20.2089,0.1730,0.0497
673,2,43,1,14.3399,0.0447,0.0415
733,1,49,2,23.7578,0.0594,0.0441
733,2,7,1,26.9455,0.0457,0.1957
793,1,31,6,20.1005,0.0268,0.0263
793,2,29,1,31.6634,0.0339,0.0638
853,1,15,3,28.9524,0.0149,0.0205
853,2,23,2,20.4179,0.3919,0.0632
913,1,50,2,4.0452,0.0998,0.0533
913,2,44,3,17.7480,0.0232,0.0688
973,1,7,1,9.8269,0.3585,0.0071
973,2,43,2,17.9469,0.0783,0.0132
1033,1,34,3,21.1494,0.0099,0.0321
1033,2,50,1,22.8369,0.0074,0.0062
1093,1,6,2,32.5862,0.1827,0.0218
1093,2,44,1,16.5022,0.0372,0.0468
1153,1,31,2,9.7806,0.0679,0.0373
1153,2,46,5,6.4159,0.0764,0.0334
1213,1,21,1,19.2653,0.1538,0.0307
1213,2,12,2,27.4451,0.1592,0.0252
1273,1,17,2,4.2633,0.1425,0.0542
1273,2,23,2,21.6460,0.1180,0.0493
1333,1,23,2,17.4735,0.0556,0.0299
1333,2,30,4,19.2515,0.1530,0.0467
1393,1,35,3,13.8959,0.1835,0.0353
1393,2,19,2,19.3141,0.0395,0.0874
1453,1,13,1,22.6298,0.0446,0.0321
1453,2,50,1,8.0007,0.0222,0.0377
1513,1,46,1,30.5932,0.0765,0.0544
1513,2,37,3,33.7722,0.0471,0.0246
1573,1,11,2,5.6177,0.2684,0.0113
1573,2,9,2,23.9231,0.0622,0.0456
1633,1,12,1,27.0587,0.0086,0.0046
1633,2,5,1,15.5177,0.0647,0.0324
1693,1,2,1,27.6665,0.0565,0.0129
1693,2,23,5,17.6408,0.0005,0.0257
1753,1,32,2,17.0046,0.1790,0.0032
1753,2,34,1,6.2232,0.2140,0.0677
1813,1,14,1,13.6865,0.0339,0.0299
1813,2,48,1,10.3991,0.0937,0.0672
1873,1,25,1,9.4123,0.0035,0.0559
1873,2,14,1,16.3204,0.0432,0.0691
1933,1,20,1,19.4421,0.0105,0.0181
1933,2,40,1,8.4062,0.0092,0.0184
1993,1,23,6,41.5627,0.0825,0.0261
1993,2,49,1,29.3268,0.0960,0.1046
2053,1,48,3,5.8272,0.2350,0.0046
2053,2,40,1,32.4618,0.1433,0.0327
2113,1,50,1,21.1304,0.0040,0.0493
2113,2,24,1,7.2510,0.0192,0.0359
2173,1,3,4,28.2903,0.0555,0.0230
2173,2,15,2,29.5760,0.0889,0.0303
2233,1,41,2,25.0849,0.0147,0.0294
2233,2,9,3,31.8809,0.0984,0.0307
2293,1,50,2,17.6739,0.0478,0.0304
2293,2,45,2,0.4240,0.0637,0.0430
2353,1,22,2,29.6439,0.0682,0.0353
2353,2,27,3,13.8567,0.2265,0.0311
2413,1,40,3,30.2230,0.1124,0.0146
2413,2,46,2,12.5456,0.0002,0.0550
2473,1,19,5,11.2374,0.0888,0.0724
2473,2,49,1,13.2711,0.1399,0.0192
2533,1,40,1,6.8271,0.2469,0.0295
2533,2,42,2,10.2081,0.0206,0.0645
2593,1,14,2,23.5495,0.0279,0.0266
2593,2,15,3,10.7251,0.1039,0.0251
2653,1,24,4,15.7590,0.2241,0.0313
2653,2,34,1,28.8019,0.1372,0.0198
2713,1,3,3,30.5341,0.0370,0.0858
2713,2,5,1,32.5823,0.0470,0.0079
2773,1,25,3,22.6166,0.1073,0.0427
2773,2,32,4,17.7238,0.0004,0.0201
2833,1,19,3,29.1979,0.1801,0.0043
2833,2,37,3,27.7425,0.2394,0.0096
2893,1,15,2,2.6929,0.0654,0.0291
2893,2,21,1,24.0357,0.0807,0.0160
2953,1,47,2,21.1309,0.0285,0.1314
2953,2,16,2,4.2882,0.0151,0.0842
