sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T00:03:32,5,sensor-5,24.82,32.12,4010
2024-01-02T00:12:22,5,sensor-15,23.94,20.47,3809
2024-01-01T00:21:12,5,sensor-25,19.49,35.48,3687
2024-01-02T00:30:02,5,sensor-35,17.13,48.58,3818
2024-01-01T00:38:52,5,sensor-45,26.11,36.47,3415
2024-01-02T00:47:42,5,sensor-5,22.15,51.10,3343
2024-01-01T00:56:32,5,sensor-15,18.01,36.55,3653
2024-01-02T01:05:22,5,sensor-25,29.44,31.49,3494
2024-01-01T01:14:12,5,sensor-35,27.44,40.64,3114
2024-01-02T01:23:02,5,sensor-45,26.88,61.25,4184
2024-01-01T01:31:52,5,sensor-5,19.20,61.65,3806
2024-01-02T01:40:42,5,sensor-15,24.66,37.79,3370
2024-01-01T01:49:32,5,sensor-25,29.58,46.71,3636
2024-01-02T01:58:22,5,sensor-35,17.77,35.19,3460
2024-01-01T02:07:12,5,sensor-45,22.11,49.08,3600
2024-01-02T02:16:02,5,sensor-5,23.55,44.43,4164
2024-01-01T02:24:52,5,sensor-15,19.50,37.36,3005
2024-01-02T02:33:42,5,sensor-25,16.88,37.00,3714
2024-01-01T02:42:32,5,sensor-35,26.14,46.60,3808
2024-01-02T02:51:22,5,sensor-45,17.27,41.71,4153
2024-01-01T03:00:12,5,sensor-5,22.82,28.43,3002
2024-01-02T03:09:02,5,sensor-15,16.14,47.32,3210
2024-01-01T03:17:52,5,sensor-25,24.07,45.15,3577
2024-01-02T03:26:42,5,sensor-35,22.41,25.04,3003
2024-01-01T03:35:32,5,sensor-45,19.25,48.24,3751
2024-01-02T03:44:22,5,sensor-5,24.70,43.85,4001
2024-01-01T03:53:12,5,sensor-15,18.21,35.48,4038
2024-01-02T04:02:02,5,sensor-25,18.57,31.07,3222
2024-01-01T04:10:52,5,sensor-35,16.14,57.53,4069
2024-01-02T04:19:42,5,sensor-45,13.52,70.30,3107
2024-01-01T04:28:32,5,sensor-5,21.04,32.14,4133
2024-01-02T04:37:22,5,sensor-15,18.50,41.69,3362
2024-01-01T04:46:12,5,sensor-25,23.97,63.63,3448
2024-01-02T04:55:02,5,sensor-35,26.92,36.65,4139
2024-01-01T05:03:52,5,sensor-45,15.13,28.88,4194
2024-01-02T05:12:42,5,sensor-5,26.37,17.54,3285
2024-01-01T05:21:32,5,sensor-15,22.19,54.67,3544
2024-01-02T05:30:22,5,sensor-25,24.97,62.55,4020
2024-01-01T05:39:12,5,sensor-35,29.56,40.96,3554
2024-01-02T05:48:02,5,sensor-45,19.70,72.88,4030
2024-01-01T05:56:52,5,sensor-5,16.18,39.97,3019
2024-01-02T06:05:42,5,sensor-15,18.98,27.16,3058
2024-01-01T06:14:32,5,sensor-25,20.45,59.46,3641
2024-01-02T06:23:22,5,sensor-35,23.36,35.94,3956
2024-01-01T06:32:12,5,sensor-45,18.50,35.27,3782
2024-01-02T06:41:02,5,sensor-5,32.41,48.19,3284
2024-01-01T06:49:52,5,sensor-15,22.06,53.16,3927
2024-01-02T06:58:42,5,sensor-25,12.13,36.97,3401
2024-01-01T07:07:32,5,sensor-35,23.21,47.59,4161
2024-01-02T07:16:22,5,sensor-45,23.83,44.30,4077
2024-01-01T07:25:12,5,sensor-5,12.20,29.97,3268
2024-01-02T07:34:02,5,sensor-15,19.63,54.69,3306
2024-01-01T07:42:52,5,sensor-25,17.52,51.87,3935
2024-01-02T07:51:42,5,sensor-35,24.38,40.17,4029
2024-01-01T08:00:32,5,sensor-45,21.41,42.56,3306
2024-01-02T08:09:22,5,sensor-5,24.43,30.91,3571
2024-01-01T08:18:12,5,sensor-15,22.51,64.11,3349
2024-01-02T08:27:02,5,sensor-25,27.39,75.53,4048
2024-01-01T08:35:52,5,sensor-35,15.57,33.60,3142
2024-01-02T08:44:42,5,sensor-45,18.22,63.40,4108
2024-01-01T08:53:32,5,sensor-5,23.51,37.82,4024
2024-01-02T09:02:22,5,sensor-15,21.99,60.06,3728
2024-01-01T09:11:12,5,sensor-25,18.09,49.27,3392
2024-01-02T09:20:02,5,sensor-35,26.45,46.89,4012
2024-01-01T09:28:52,5,sensor-45,17.21,50.79,3490
2024-01-02T09:37:42,5,sensor-5,26.13,51.86,4114
2024-01-01T09:46:32,5,sensor-15,21.84,33.68,3141
2024-01-02T09:55:22,5,sensor-25,24.38,44.28,4063
2024-01-01T10:04:12,5,sensor-35,25.82,58.08,4100
2024-01-02T10:13:02,5,sensor-45,19.70,29.01,3323
2024-01-01T10:21:52,5,sensor-5,15.86,26.24,3569
2024-01-02T10:30:42,5,sensor-15,18.48,26.42,4175
2024-01-01T10:39:32,5,sensor-25,24.66,19.24,3916
2024-01-02T10:48:22,5,sensor-35,19.67,43.33,3902
2024-01-01T10:57:12,5,sensor-45,26.50,48.65,3439
2024-01-02T11:06:02,5,sensor-5,27.23,16.81,3205
2024-01-01T11:14:52,5,sensor-15,31.49,53.87,4132
2024-01-02T11:23:42,5,sensor-25,18.10,44.55,3362
2024-01-01T11:32:32,5,sensor-35,14.46,41.20,3101
2024-01-02T11:41:22,5,sensor-45,20.48,47.41,3749
2024-01-01T11:50:12,5,sensor-5,13.29,47.84,3265
2024-01-02T11:59:02,5,sensor-15,21.39,39.41,3108
2024-01-01T12:07:52,5,sensor-25,18.18,59.73,3432
2024-01-02T12:16:42,5,sensor-35,24.79,58.40,4103
2024-01-01T12:25:32,5,sensor-45,25.29,66.17,3326
2024-01-02T12:34:22,5,sensor-5,26.26,43.37,3417
2024-01-01T12:43:12,5,sensor-15,14.47,41.65,3934
2024-01-02T12:52:02,5,sensor-25,17.36,30.13,3231
2024-01-01T13:00:52,5,sensor-35,18.04,44.68,4162
2024-01-02T13:09:42,5,sensor-45,21.70,41.92,3441
2024-01-01T13:18:32,5,sensor-5,19.75,51.30,3513
2024-01-02T13:27:22,5,sensor-15,16.14,43.88,3104
2024-01-01T13:36:12,5,sensor-25,22.25,50.43,3124
2024-01-02T13:45:02,5,sensor-35,23.87,55.41,3169
2024-01-01T13:53:52,5,sensor-45,23.17,62.92,3130
2024-01-02T14:02:42,5,sensor-5,22.17,30.48,3553
2024-01-01T14:11:32,5,sensor-15,23.96,40.45,3055
2024-01-02T14:20:22,5,sensor-25,27.60,11.52,3474
2024-01-01T14:29:12,5,sensor-35,25.37,38.10,3860
2024-01-02T14:38:02,5,sensor-45,17.79,39.71,4192
2024-01-01T14:46:52,5,sensor-5,30.60,53.16,3928
2024-01-02T14:55:42,5,sensor-15,27.72,58.50,3003
2024-01-01T15:04:32,5,sensor-25,15.52,65.95,3506
2024-01-02T15:13:22,5,sensor-35,27.03,30.78,3640
2024-01-01T15:22:12,5,sensor-45,21.02,55.92,4045
2024-01-02T15:31:02,5,sensor-5,25.89,45.99,3515
2024-01-01T15:39:52,5,sensor-15,33.33,36.44,3942
2024-01-02T15:48:42,5,sensor-25,17.85,48.69,3495
2024-01-01T15:57:32,5,sensor-35,18.23,56.34,4197
2024-01-02T16:06:22,5,sensor-45,14.40,42.82,3469
2024-01-01T16:15:12,5,sensor-5,25.43,35.48,3731
2024-01-02T16:24:02,5,sensor-15,15.11,32.71,3662
2024-01-01T16:32:52,5,sensor-25,21.41,53.40,3365
2024-01-02T16:41:42,5,sensor-35,24.54,41.20,4003
2024-01-01T16:50:32,5,sensor-45,24.32,58.12,3664
2024-01-02T16:59:22,5,sensor-5,23.01,49.23,3938
2024-01-01T17:08:12,5,sensor-15,20.08,49.12,3779
2024-01-02T17:17:02,5,sensor-25,22.11,35.02,3966
2024-01-01T17:25:52,5,sensor-35,25.21,56.79,3628
2024-01-02T17:34:42,5,sensor-45,21.05,41.89,3051
2024-01-01T17:43:32,5,sensor-5,22.39,39.18,4123
2024-01-02T17:52:22,5,sensor-15,24.45,47.48,3880
2024-01-01T18:01:12,5,sensor-25,28.21,46.15,3231
2024-01-02T18:10:02,5,sensor-35,28.08,66.83,3036
2024-01-01T18:18:52,5,sensor-45,21.68,65.56,3898
2024-01-02T18:27:42,5,sensor-5,26.68,50.41,3123
2024-01-01T18:36:32,5,sensor-15,28.39,45.57,3478
2024-01-02T18:45:22,5,sensor-25,21.03,28.40,3995
2024-01-01T18:54:12,5,sensor-35,16.00,13.29,3934
2024-01-02T19:03:02,5,sensor-45,19.78,41.28,4016
2024-01-01T19:11:52,5,sensor-5,23.85,47.19,4096
2024-01-02T19:20:42,5,sensor-15,23.67,49.42,3474
2024-01-01T19:29:32,5,sensor-25,20.37,41.49,3832
2024-01-02T19:38:22,5,sensor-35,27.39,26.24,3367
2024-01-01T19:47:12,5,sensor-45,18.23,22.00,3598
2024-01-02T19:56:02,5,sensor-5,19.52,31.99,4112
2024-01-01T20:04:52,5,sensor-15,19.17,47.06,3024
2024-01-02T20:13:42,5,sensor-25,21.23,49.04,3058
2024-01-01T20:22:32,5,sensor-35,25.18,50.80,4115
2024-01-02T20:31:22,5,sensor-45,19.54,36.32,3020
2024-01-01T20:40:12,5,sensor-5,27.62,42.25,3868
2024-01-02T20:49:02,5,sensor-15,24.16,39.96,4075
2024-01-01T20:57:52,5,sensor-25,23.12,47.11,3478
2024-01-02T21:06:42,5,sensor-35,22.77,48.76,3140
2024-01-01T21:15:32,5,sensor-45,19.28,40.68,3863
2024-01-02T21:24:22,5,sensor-5,16.57,65.14,3580
2024-01-01T21:33:12,5,sensor-15,18.33,30.33,3736
2024-01-02T21:42:02,5,sensor-25,20.93,35.68,3569
2024-01-01T21:50:52,5,sensor-35,27.06,53.23,3367
2024-01-02T21:59:42,5,sensor-45,30.76,41.22,3776
2024-01-01T22:08:32,5,sensor-5,19.48,67.02,3382
2024-01-02T22:17:22,5,sensor-15,18.84,68.89,3969
2024-01-01T22:26:12,5,sensor-25,31.27,43.02,3855
2024-01-02T22:35:02,5,sensor-35,19.91,31.20,3361
2024-01-01T22:43:52,5,sensor-45,22.22,40.95,3194
2024-01-02T22:52:42,5,sensor-5,22.35,59.13,3048
2024-01-01T23:01:32,5,sensor-15,26.21,51.15,3872
2024-01-02T23:10:22,5,sensor-25,25.56,55.71,3701
2024-01-01T23:19:12,5,sensor-35,16.57,51.14,3900
2024-01-02T23:28:02,5,sensor-45,27.21,38.25,3089
2024-01-01T23:36:52,5,sensor-5,21.42,31.91,4003
2024-01-02T23:45:42,5,sensor-15,21.95,35.11,3469
2024-01-01T23:54:32,5,sensor-25,21.62,30.98,3960
2024-01-02T00:03:22,5,sensor-35,19.70,30.51,3933
2024-01-01T00:12:12,5,sensor-45,23.08,40.93,3524
2024-01-02T00:21:02,5,sensor-5,23.34,52.00,3129
2024-01-01T00:29:52,5,sensor-15,15.61,48.44,3006
2024-01-02T00:38:42,5,sensor-25,20.95,46.19,3149
2024-01-01T00:47:32,5,sensor-35,21.18,33.77,4169
2024-01-02T00:56:22,5,sensor-45,20.23,50.39,3914
2024-01-01T01:05:12,5,sensor-5,18.43,32.44,4184
2024-01-02T01:14:02,5,sensor-15,19.32,39.34,3146
2024-01-01T01:22:52,5,sensor-25,19.30,57.57,4089
2024-01-02T01:31:42,5,sensor-35,18.07,42.60,3020
2024-01-01T01:40:32,5,sensor-45,16.79,39.77,3833
2024-01-02T01:49:22,5,sensor-5,23.55,47.72,3202
2024-01-01T01:58:12,5,sensor-15,18.84,47.76,3556
2024-01-02T02:07:02,5,sensor-25,19.72,58.23,4171
2024-01-01T02:15:52,5,sensor-35,25.07,41.43,3050
2024-01-02T02:24:42,5,sensor-45,23.29,39.11,3363
2024-01-01T02:33:32,5,sensor-5,17.75,52.34,4070
2024-01-02T02:42:22,5,sensor-15,26.51,29.76,3437
2024-01-01T02:51:12,5,sensor-25,16.32,48.80,3828
2024-01-02T03:00:02,5,sensor-35,23.51,25.30,3674
2024-01-01T03:08:52,5,sensor-45,22.24,65.40,4196
2024-01-02T03:17:42,5,sensor-5,16.56,35.77,3026
2024-01-01T03:26:32,5,sensor-15,18.91,41.03,3182
2024-01-02T03:35:22,5,sensor-25,14.99,69.53,3705
2024-01-01T03:44:12,5,sensor-35,20.09,40.68,3142
2024-01-02T03:53:02,5,sensor-45,20.82,45.72,4002
2024-01-01T04:01:52,5,sensor-5,21.48,53.42,3079
2024-01-02T04:10:42,5,sensor-15,28.26,37.81,3978
2024-01-01T04:19:32,5,sensor-25,13.56,34.71,3947
2024-01-02T04:28:22,5,sensor-35,20.44,31.44,3562
2024-01-01T04:37:12,5,sensor-45,23.55,41.53,3373
2024-01-02T04:46:02,5,sensor-5,23.53,65.35,3155
2024-01-01T04:54:52,5,sensor-15,18.09,36.28,3575
2024-01-02T05:03:42,5,sensor-25,25.11,31.58,3025
2024-01-01T05:12:32,5,sensor-35,23.40,33.63,3442
2024-01-02T05:21:22,5,sensor-45,23.39,51.37,3619
2024-01-01T05:30:12,5,sensor-5,18.43,33.47,3702
2024-01-02T05:39:02,5,sensor-15,16.84,42.96,4118
2024-01-01T05:47:52,5,sensor-25,27.15,44.18,3935
2024-01-02T05:56:42,5,sensor-35,24.29,29.73,3746
2024-01-01T06:05:32,5,sensor-45,26.95,51.10,3749
2024-01-02T06:14:22,5,sensor-5,27.77,42.19,3478
2024-01-01T06:23:12,5,sensor-15,15.55,48.87,3170
2024-01-02T06:32:02,5,sensor-25,16.00,36.85,3109
2024-01-01T06:40:52,5,sensor-35,21.12,51.28,3086
2024-01-02T06:49:42,5,sensor-45,15.64,59.27,4072
2024-01-01T06:58:32,5,sensor-5,19.16,17.69,3060
2024-01-02T07:07:22,5,sensor-15,24.81,39.74,3648
2024-01-01T07:16:12,5,sensor-25,14.14,47.56,3450
2024-01-02T07:25:02,5,sensor-35,24.95,24.36,3157
2024-01-01T07:33:52,5,sensor-45,21.35,53.77,3207
2024-01-02T07:42:42,5,sensor-5,26.70,54.69,3377
2024-01-01T07:51:32,5,sensor-15,23.59,58.48,3375
2024-01-02T08:00:22,5,sensor-25,24.03,44.32,3457
2024-01-01T08:09:12,5,sensor-35,23.39,56.48,3510
2024-01-02T08:18:02,5,sensor-45,20.48,56.43,3899
2024-01-01T08:26:52,5,sensor-5,26.57,67.08,3032
2024-01-02T08:35:42,5,sensor-15,23.68,31.38,4028
2024-01-01T08:44:32,5,sensor-25,25.57,36.40,3343
2024-01-02T08:53:22,5,sensor-35,23.82,27.17,3633
2024-01-01T09:02:12,5,sensor-45,11.86,62.27,3246
2024-01-02T09:11:02,5,sensor-5,19.37,64.14,3702
2024-01-01T09:19:52,5,sensor-15,16.37,38.22,3301
2024-01-02T09:28:42,5,sensor-25,28.93,45.44,4119
2024-01-01T09:37:32,5,sensor-35,24.89,34.29,4173
2024-01-02T09:46:22,5,sensor-45,27.79,52.50,3919
2024-01-01T09:55:12,5,sensor-5,27.40,34.24,3643
2024-01-02T10:04:02,5,sensor-15,25.11,61.67,3951
2024-01-01T10:12:52,5,sensor-25,28.77,60.43,3764
2024-01-02T10:21:42,5,sensor-35,28.61,26.65,3941
2024-01-01T10:30:32,5,sensor-45,25.01,55.09,3017
2024-01-02T10:39:22,5,sensor-5,23.82,38.31,3973
2024-01-01T10:48:12,5,sensor-15,18.89,53.44,4041
2024-01-02T10:57:02,5,sensor-25,20.82,40.80,3173
2024-01-01T11:05:52,5,sensor-35,25.52,22.47,3281
2024-01-02T11:14:42,5,sensor-45,20.15,55.58,3646
2024-01-01T11:23:32,5,sensor-5,24.12,44.03,3602
2024-01-02T11:32:22,5,sensor-15,19.31,59.05,3085
2024-01-01T11:41:12,5,sensor-25,25.02,52.40,3793
2024-01-02T11:50:02,5,sensor-35,20.08,61.82,3057
2024-01-01T11:58:52,5,sensor-45,24.54,49.19,3662
2024-01-02T12:07:42,5,sensor-5,25.84,32.02,3890
2024-01-01T12:16:32,5,sensor-15,21.12,51.27,3553
2024-01-02T12:25:22,5,sensor-25,28.35,40.02,4029
2024-01-01T12:34:12,5,sensor-35,14.34,37.39,3642
2024-01-02T12:43:02,5,sensor-45,18.94,50.33,3450
2024-01-01T12:51:52,5,sensor-5,21.29,49.14,4161
2024-01-02T13:00:42,5,sensor-15,25.42,41.35,3806
2024-01-01T13:09:32,5,sensor-25,22.58,47.94,3908
2024-01-02T13:18:22,5,sensor-35,24.44,53.78,3378
2024-01-01T13:27:12,5,sensor-45,14.42,46.48,3857
2024-01-02T13:36:02,5,sensor-5,19.69,60.11,3594
2024-01-01T13:44:52,5,sensor-15,20.60,39.38,4061
2024-01-02T13:53:42,5,sensor-25,18.44,48.71,4150
2024-01-01T14:02:32,5,sensor-35,15.87,31.04,3319
2024-01-02T14:11:22,5,sensor-45,22.12,38.27,3398
2024-01-01T14:20:12,5,sensor-5,25.87,52.55,3996
2024-01-02T14:29:02,5,sensor-15,23.21,34.54,3711
