order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
15,2024-01-16 00:24:15.000195,2024-01-16,2,2,web,giftcard,,0.00,AUD
75,2024-01-16 02:01:15.000975,2024-01-16,90,4,pos,paypal,,5.58,AUD
135,2024-01-16 03:38:15.001755,2024-01-16,109,10,pos,card,,7.95,AUD
195,2024-01-16 05:15:15.002535,2024-01-16,3,9,pos,paypal,,3.46,AUD
255,2024-01-16 06:52:15.003315,2024-01-16,22,6,web,cash,,8.77,AUD
315,2024-01-16 08:29:15.004095,2024-01-16,113,5,web,giftcard,,5.54,AUD
375,2024-01-16 10:06:15.004875,2024-01-16,96,2,web,card,,3.81,AUD
435,2024-01-16 11:43:15.005655,2024-01-16,112,10,pos,giftcard,,1.63,AUD
495,2024-01-16 13:20:15.006435,2024-01-16,30,4,pos,card,,0.00,AUD
555,2024-01-16 14:57:15.007215,2024-01-16,93,4,pos,card,,4.86,AUD
615,2024-01-16 16:34:15.007995,2024-01-16,37,3,web,card,,8.86,AUD
675,2024-01-16 18:11:15.008775,2024-01-16,20,1,web,giftcard,,5.81,AUD
735,2024-01-16 19:48:15.009555,2024-01-16,44,9,web,cash,,2.84,AUD
795,2024-01-16 21:25:15.010335,2024-01-16,12,10,pos,paypal,,0.00,AUD
855,2024-01-16 23:02:15.011115,2024-01-16,74,6,web,cash,,7.14,AUD
915,2024-01-16 00:39:15.011895,2024-01-16,135,10,pos,giftcard,,5.51,AUD
975,2024-01-16 02:16:15.012675,2024-01-16,15,8,web,cash,,10.15,AUD
1035,2024-01-16 03:53:15.013455,2024-01-16,72,10,web,cash,,6.00,AUD
1095,2024-01-16 05:30:15.014235,2024-01-16,54,3,web,cash,,7.86,AUD
1155,2024-01-16 07:07:15.015015,2024-01-16,150,9,pos,cash,,4.21,AUD
1215,2024-01-16 08:44:15.015795,2024-01-16,531,643,web,paypal,,7.89,AUD
1275,2024-01-16 10:21:15.016575,2024-01-16,128,10,pos,giftcard,,5.57,AUD
1335,2024-01-16 11:58:15.017355,2024-01-16,74,5,web,giftcard,,6.12,AUD
1395,2024-01-16 13:35:15.018135,2024-01-16,100,7,web,giftcard,,2.04,AUD
1455,2024-01-16 15:12:15.018915,2024-01-16,141,6,web,card,,5.29,AUD
1515,2024-01-16 16:49:15.019695,2024-01-16,51,8,pos,giftcard,,5.82,AUD
1575,2024-01-16 18:26:15.020475,2024-01-16,110,6,web,paypal,,1.94,AUD
1635,2024-01-16 20:03:15.021255,2024-01-16,123,7,pos,giftcard,,6.66,AUD
1695,2024-01-16 21:40:15.022035,2024-01-16,102,1,web,card,,5.08,AUD
1755,2024-01-16 23:17:15.022815,2024-01-16,47,10,web,giftcard,,7.29,AUD
1815,2024-01-16 00:54:15.023595,2024-01-16,74,4,web,card,,0.00,AUD
1875,2024-01-16 02:31:15.024375,2024-01-16,65,5,web,card,,5.96,AUD
1935,2024-01-16 04:08:15.025155,2024-01-16,156,10,pos,cash,CPN4751,6.41,AUD
1995,2024-01-16 05:45:15.025935,2024-01-16,57,10,web,paypal,,7.07,AUD
2055,2024-01-16 07:22:15.026715,2024-01-16,136,1,pos,giftcard,,0.00,AUD
2115,2024-01-16 08:59:15.027495,2024-01-16,112,9,web,giftcard,CPN9386,4.52,AUD
2175,2024-01-16 10:36:15.028275,2024-01-16,132,1,pos,paypal,,6.69,AUD
2235,2024-01-16 12:13:15.029055,2024-01-16,130,5,pos,card,,6.84,AUD
2295,2024-01-16 13:50:15.029835,2024-01-16,134,2,web,giftcard,,2.97,AUD
2355,2024-01-16 15:27:15.030615,2024-01-16,127,8,web,paypal,,4.20,AUD
2415,2024-01-16 17:04:15.031395,2024-01-16,60,1,pos,giftcard,,5.43,AUD
2475,2024-01-16 18:41:15.032175,2024-01-16,100,10,web,cash,,9.47,AUD
2535,2024-01-16 20:18:15.032955,2024-01-16,158,5,web,paypal,,5.52,AUD
2595,2024-01-16 21:55:15.033735,2024-01-16,1,8,pos,card,,12.45,AUD
2655,2024-01-16 23:32:15.034515,2024-01-16,73,1,pos,paypal,,4.45,AUD
2715,2024-01-16 01:09:15.035295,2024-01-16,124,5,web,paypal,,9.30,AUD
2775,2024-01-16 02:46:15.036075,2024-01-16,95,10,pos,giftcard,,5.68,AUD
2835,2024-01-16 04:23:15.036855,2024-01-16,122,1,web,paypal,,7.01,AUD
2895,2024-01-16 06:00:15.037635,2024-01-16,79,4,web,giftcard,,4.95,AUD
2955,2024-01-16 07:37:15.038415,2024-01-16,119,10,pos,paypal,,1.96,AUD
