order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
5,2024-01-06 00:08:05.000065,2024-01-06,94,6,pos,cash,CPN5033,7.62,AUD
65,2024-01-06 01:45:05.000845,2024-01-06,106,4,web,cash,,7.53,AUD
125,2024-01-06 03:22:05.001625,2024-01-06,126,3,pos,card,,4.35,AUD
185,2024-01-06 04:59:05.002405,2024-01-06,19,7,web,card,,0.13,AUD
245,2024-01-06 06:36:05.003185,2024-01-06,147,7,web,cash,,4.25,AUD
305,2024-01-06 08:13:05.003965,2024-01-06,127,3,pos,cash,,0.00,AUD
365,2024-01-06 09:50:05.004745,2024-01-06,98,1,web,card,,6.03,AUD
425,2024-01-06 11:27:05.005525,2024-01-06,36,2,web,cash,,4.54,AUD
485,2024-01-06 13:04:05.006305,2024-01-06,136,2,pos,paypal,,6.16,AUD
545,2024-01-06 14:41:05.007085,2024-01-06,7,4,pos,card,,7.46,AUD
605,2024-01-06 16:18:05.007865,2024-01-06,72,3,web,cash,,0.00,AUD
665,2024-01-06 17:55:05.008645,2024-01-06,124,9,web,card,,6.80,AUD
725,2024-01-06 19:32:05.009425,2024-01-06,78,6,web,giftcard,,3.84,AUD
785,2024-01-06 21:09:05.010205,2024-01-06,39,3,pos,giftcard,,6.13,AUD
845,2024-01-06 22:46:05.010985,2024-01-06,93,8,web,giftcard,,12.56,AUD
905,2024-01-06 00:23:05.011765,2024-01-06,46,1,web,giftcard,,2.69,AUD
965,2024-01-06 02:00:05.012545,2024-01-06,90,7,pos,cash,,3.81,AUD
1025,2024-01-06 03:37:05.013325,2024-01-06,84,7,web,card,,3.35,AUD
1085,2024-01-06 05:14:05.014105,2024-01-06,133,6,web,paypal,,1.97,AUD
1145,2024-01-06 06:51:05.014885,2024-01-06,139,8,web,paypal,,5.91,AUD
1205,2024-01-06 08:28:05.015665,2024-01-06,133,9,pos,card,,0.99,AUD
1265,2024-01-06 10:05:05.016445,2024-01-06,154,1,web,card,,9.72,AUD
1325,2024-01-06 11:42:05.017225,2024-01-06,20,9,web,cash,,3.49,AUD
1385,2024-01-06 13:19:05.018005,2024-01-06,73,10,pos,giftcard,,6.66,AUD
1445,2024-01-06 14:56:05.018785,2024-01-06,3,5,pos,card,,2.19,AUD
1505,2024-01-06 16:33:05.019565,2024-01-06,83,5,pos,giftcard,,0.00,AUD
1565,2024-01-06 18:10:05.020345,2024-01-06,142,2,pos,card,,0.00,AUD
1625,2024-01-06 19:47:05.021125,2024-01-06,84,2,web,paypal,,2.33,AUD
1685,2024-01-06 21:24:05.021905,2024-01-06,30,1,pos,card,,3.50,AUD
1745,2024-01-06 23:01:05.022685,2024-01-06,86,7,web,paypal,,2.03,AUD
1805,2024-01-06 00:38:05.023465,2024-01-06,31,6,pos,giftcard,,5.66,AUD
1865,2024-01-06 02:15:05.024245,2024-01-06,115,8,web,giftcard,,5.03,AUD
1925,2024-01-06 03:52:05.025025,2024-01-06,117,7,web,card,,3.57,AUD
1985,2024-01-06 05:29:05.025805,2024-01-06,10,4,web,cash,,3.07,AUD
2045,2024-01-06 07:06:05.026585,2024-01-06,139,10,web,card,,2.63,AUD
2105,2024-01-06 08:43:05.027365,2024-01-06,248,548,pos,giftcard,,7.18,AUD
2165,2024-01-06 10:20:05.028145,2024-01-06,34,9,pos,paypal,,5.55,AUD
2225,2024-01-06 11:57:05.028925,2024-01-06,47,2,web,cash,,12.25,AUD
2285,2024-01-06 13:34:05.029705,2024-01-06,24,1,pos,card,,2.91,AUD
2345,2024-01-06 15:11:05.030485,2024-01-06,83,10,pos,card,,4.57,AUD
2405,2024-01-06 16:48:05.031265,2024-01-06,38,4,web,card,,4.20,AUD
2465,2024-01-06 18:25:05.032045,2024-01-06,25,4,web,paypal,,6.13,AUD
2525,2024-01-06 20:02:05.032825,2024-01-06,8,3,web,giftcard,,2.32,AUD
2585,2024-01-06 21:39:05.033605,2024-01-06,36,6,pos,paypal,,0.15,AUD
2645,2024-01-06 23:16:05.034385,2024-01-06,71,1,web,cash,,1.86,AUD
2705,2024-01-06 00:53:05.035165,2024-01-06,104,5,web,card,,4.97,AUD
2765,2024-01-06 02:30:05.035945,2024-01-06,94,3,web,giftcard,,1.30,AUD
2825,2024-01-06 04:07:05.036725,2024-01-06,78,5,pos,card,,2.97,AUD
2885,2024-01-06 05:44:05.037505,2024-01-06,44,10,web,card,,5.71,AUD
2945,2024-01-06 07:21:05.038285,2024-01-06,43,7,web,cash,,6.85,AUD
