order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
51,2024-02-21 01:22:27.000663,2024-02-21,81,7,web,card,,1.24,AUD
111,2024-02-21 02:59:27.001443,2024-02-21,15,4,web,cash,,8.63,AUD
171,2024-02-21 04:36:27.002223,2024-02-21,138,5,pos,card,,6.39,AUD
231,2024-02-21 06:13:27.003003,2024-02-21,14,6,pos,cash,,6.74,AUD
291,2024-02-21 07:50:27.003783,2024-02-21,115,7,pos,giftcard,,4.55,AUD
351,2024-02-21 09:27:27.004563,2024-02-21,7,8,web,giftcard,CPN8185,2.47,AUD
411,2024-02-21 11:04:27.005343,2024-02-21,74,8,web,giftcard,,4.21,AUD
471,2024-02-21 12:41:27.006123,2024-02-21,71,8,pos,paypal,,3.16,AUD
531,2024-02-21 14:18:27.006903,2024-02-21,147,2,web,cash,,2.12,AUD
591,2024-02-21 15:55:27.007683,2024-02-21,9,10,web,giftcard,,3.85,AUD
651,2024-02-21 17:32:27.008463,2024-02-21,149,3,web,card,,7.47,AUD
711,2024-02-21 19:09:27.009243,2024-02-21,15,2,pos,paypal,,6.76,AUD
771,2024-02-21 20:46:27.010023,2024-02-21,88,7,web,cash,,8.28,AUD
831,2024-02-21 22:23:27.010803,2024-02-21,71,9,pos,giftcard,,7.70,AUD
891,2024-02-21 00:00:27.011583,2024-02-21,45,7,pos,cash,,0.40,AUD
951,2024-02-21 01:37:27.012363,2024-02-21,15,7,pos,card,,8.35,AUD
1011,2024-02-21 03:14:27.013143,2024-02-21,71,6,web,cash,,8.39,AUD
1071,2024-02-21 04:51:27.013923,2024-02-21,125,7,web,card,,0.30,AUD
1131,2024-02-21 06:28:27.014703,2024-02-21,149,4,web,card,,5.11,AUD
1191,2024-02-21 08:05:27.015483,2024-02-21,110,5,web,giftcard,CPN8455,9.25,AUD
1251,2024-02-21 09:42:27.016263,2024-02-21,49,1,pos,card,,11.02,AUD
1311,2024-02-21 11:19:27.017043,2024-02-21,12,1,pos,cash,,5.98,AUD
1371,2024-02-21 12:56:27.017823,2024-02-21,14,6,pos,giftcard,,2.32,AUD
1431,2024-02-21 14:33:27.018603,2024-02-21,83,4,web,cash,,4.33,AUD
1491,2024-02-21 16:10:27.019383,2024-02-21,84,5,web,card,,2.95,AUD
1551,2024-02-21 17:47:27.020163,2024-02-21,107,3,pos,paypal,,4.66,AUD
1611,2024-02-21 19:24:27.020943,2024-02-21,25,4,pos,giftcard,,3.64,AUD
1671,2024-02-21 21:01:27.021723,2024-02-21,103,9,pos,giftcard,,2.52,AUD
1731,2024-02-21 22:38:27.022503,2024-02-21,25,4,web,giftcard,,2.91,AUD
1791,2024-02-21 00:15:27.023283,2024-02-21,97,9,web,paypal,,6.04,AUD
1851,2024-02-21 01:52:27.024063,2024-02-21,116,3,pos,cash,,7.76,AUD
1911,2024-02-21 03:29:27.024843,2024-02-21,28,5,web,giftcard,,4.41,AUD
1971,2024-02-21 05:06:27.025623,2024-02-21,20,10,pos,cash,,4.03,AUD
2031,2024-02-21 06:43:27.026403,2024-02-21,21,5,web,card,,6.61,AUD
2091,2024-02-21 08:20:27.027183,2024-02-21,151,6,pos,card,,2.16,AUD
2151,2024-02-21 09:57:27.027963,2024-02-21,119,10,pos,cash,,7.37,AUD
2211,2024-02-21 11:34:27.028743,2024-02-21,155,2,web,paypal,,1.78,AUD
2271,2024-02-21 13:11:27.029523,2024-02-21,136,10,pos,giftcard,CPN1349,6.01,AUD
2331,2024-02-21 14:48:27.030303,2024-02-21,30,4,web,cash,,3.71,AUD
2391,2024-02-21 16:25:27.031083,2024-02-21,150,10,pos,giftcard,,9.16,AUD
2451,2024-02-21 18:02:27.031863,2024-02-21,152,8,pos,card,,6.91,AUD
2511,2024-02-21 19:39:27.032643,2024-02-21,12,7,pos,giftcard,,1.61,AUD
2571,2024-02-21 21:16:27.033423,2024-02-21,149,8,pos,giftcard,,2.13,AUD
2631,2024-02-21 22:53:27.034203,2024-02-21,232,864,web,card,,6.67,AUD
2691,2024-02-21 00:30:27.034983,2024-02-21,143,6,pos,paypal,,7.14,AUD
2751,2024-02-21 02:07:27.035763,2024-02-21,81,2,web,paypal,,6.27,AUD
2811,2024-02-21 03:44:27.036543,2024-02-21,2,10,web,card,,0.86,AUD
2871,2024-02-21 05:21:27.037323,2024-02-21,152,7,web,card,,3.49,AUD
2931,2024-02-21 06:58:27.038103,2024-02-21,77,9,web,paypal,,1.36,AUD
2991,2024-02-21 08:35:27.038883,2024-02-21,50,8,web,paypal,,9.92,AUD
