order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
8,1,3,3,23.0730,0.2138,0.0086
8,2,18,1,15.6048,0.1399,0.0316
68,1,25,1,35.4902,0.0001,0.0084
68,2,43,1,26.7697,0.0089,0.0182
128,1,50,2,25.1529,0.0950,0.0220
128,2,50,4,23.3324,0.0685,0.0268
188,1,12,1,34.4194,0.1920,0.0616
188,2,17,2,17.3476,0.0059,0.0185
248,1,6,1,14.7194,0.0162,0.0725
248,2,32,2,29.0253,0.0030,0.0627
308,1,288,2,25.1683,0.0018,0.0194
308,2,11,1,11.5445,0.0120,0.0310
368,1,38,1,30.1106,0.0455,0.0480
368,2,49,1,19.8011,0.0934,0.0825
428,1,33,2,6.8826,0.0246,0.0709
428,2,39,3,28.6458,0.0551,0.0026
488,1,23,3,19.3054,0.1202,0.0094
488,2,46,1,7.0702,0.0231,0.0419
548,1,6,1,24.9764,0.0531,0.0846
548,2,36,2,20.9474,0.0025,0.0054
608,1,18,3,28.0332,0.0697,0.0117
608,2,17,2,12.7619,0.2011,0.0757
668,1,35,1,39.3296,0.2427,0.0060
668,2,5,3,14.9894,0.0638,0.0760
728,1,37,1,31.8523,0.0047,0.0692
728,2,18,2,17.7667,0.0890,0.0878
788,1,33,2,9.1958,0.1249,0.0595
788,2,21,3,26.2214,0.1894,0.0304
848,1,25,4,20.8543,0.0143,0.0213
848,2,18,3,11.0248,0.0777,0.0644
908,1,30,2,19.3998,0.0002,0.0691
908,2,31,1,10.4120,0.0168,0.0566
968,1,41,1,18.7885,0.0859,0.0132
968,2,43,2,29.9379,0.1146,0.0105
1028,1,16,1,22.6164,0.0298,0.0548
1028,2,30,8,1.5633,0.3046,0.0044
1088,1,12,5,19.6617,0.0566,0.0660
1088,2,33,1,6.1303,0.0055,0.0308
1148,1,30,4,22.3948,0.0623,0.0081
1148,2,6,2,16.7758,0.0553,0.0281
1208,1,20,3,17.7206,0.1862,0.0481
1208,2,17,1,11.9816,0.0450,0.0210
1268,1,26,1,38.6286,0.0734,0.0059
1268,2,9,3,40.2050,0.0823,0.0690
1328,1,4,1,32.1047,0.2011,0.0421
1328,2,40,2,25.9896,0.0053,0.0436
1388,1,22,1,18.1705,0.0465,0.0120
1388,2,31,4,2.6200,0.0150,0.0190
1448,1,50,1,18.9981,0.0594,0.0419
1448,2,22,3,40.8846,0.1067,0.0414
1508,1,49,3,38.2134,0.0046,0.0083
1508,2,38,2,11.2784,0.1735,0.0211
1568,1,30,4,28.3478,0.1104,0.0486
1568,2,7,1,22.8181,0.0170,0.0152
1628,1,7,3,9.7727,0.1322,0.0438
1628,2,39,1,40.0939,0.0247,0.0554
1688,1,1,1,13.3433,0.0395,0.0264
1688,2,22,3,32.3902,0.0007,0.0066
1748,1,29,3,21.7757,0.1143,0.0645
1748,2,42,3,26.0259,0.0594,0.0259
1808,1,34,2,5.3074,0.0147,0.0299
1808,2,45,3,11.0030,0.0589,0.1128
1868,1,34,2,22.1974,0.1481,0.0082
1868,2,44,1,5.3754,0.0188,0.0088
1928,1,48,4,23.6349,0.0409,0.0087
1928,2,35,3,23.4592,0.0248,0.0633
1988,1,9,4,17.1875,0.0340,0.0913
1988,2,28,2,25.5442,0.0145,0.0439
2048,1,30,5,25.9129,0.2781,0.0041
2048,2,17,4,20.8696,0.0761,0.0117
2108,1,37,3,12.2933,0.0049,0.0347
2108,2,43,4,14.3349,0.0451,0.0054
2168,1,3,3,15.1929,0.0719,0.0548
2168,2,23,2,1.8289,0.2929,0.0427
2228,1,13,1,24.7153,0.1012,0.0170
2228,2,32,1,25.0861,0.5182,0.0618
2288,1,41,1,25.2052,0.0043,0.0271
2288,2,9,2,20.5501,0.0458,0.0956
2348,1,8,1,8.1408,0.0119,0.0541
2348,2,16,3,18.3345,0.0722,0.0225
2408,1,2,3,15.9990,0.0387,0.0200
2408,2,17,2,24.7853,0.1117,0.0140
2468,1,14,4,6.4363,0.1484,0.0407
2468,2,33,2,24.0907,0.0805,0.0064
2528,1,8,1,30.2670,0.0726,0.0022
2528,2,8,3,22.2567,0.0492,0.0747
2588,1,47,1,31.6155,0.0279,0.0171
2588,2,45,1,9.6086,0.0948,0.0349
2648,1,20,1,12.8791,0.1002,0.0190
2648,2,21,2,22.9070,0.2693,0.0818
2708,1,10,1,25.6069,0.1768,0.0621
2708,2,3,1,18.4193,0.0040,0.0436
2768,1,2,1,34.1149,0.1214,0.0087
2768,2,30,3,25.6438,0.2190,0.0787
2828,1,31,1,35.6198,0.3817,0.1218
2828,2,2,1,35.5838,0.0465,0.0682
2888,1,1,3,23.8091,0.0218,0.0181
2888,2,42,1,23.4901,0.0543,0.1385
2948,1,6,1,3.8823,0.0214,0.0120
2948,2,31,3,18.5331,0.0404,0.0236
