order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
2,2024-01-03 00:03:14.000026,2024-01-03,148,4,pos,giftcard,,2.89,AUD
62,2024-01-03 01:40:14.000806,2024-01-03,80,1,pos,cash,,4.50,AUD
122,2024-01-03 03:17:14.001586,2024-01-03,44,10,web,card,,3.31,AUD
182,2024-01-03 04:54:14.002366,2024-01-03,53,9,web,cash,,7.91,AUD
242,2024-01-03 06:31:14.003146,2024-01-03,129,10,web,paypal,,0.00,AUD
302,2024-01-03 08:08:14.003926,2024-01-03,148,8,pos,paypal,,1.99,AUD
362,2024-01-03 09:45:14.004706,2024-01-03,41,7,pos,cash,,5.23,AUD
422,2024-01-03 11:22:14.005486,2024-01-03,121,1,pos,paypal,,2.08,AUD
482,2024-01-03 12:59:14.006266,2024-01-03,30,9,pos,paypal,,6.02,AUD
542,2024-01-03 14:36:14.007046,2024-01-03,15,5,pos,giftcard,,9.00,AUD
602,2024-01-03 16:13:14.007826,2024-01-03,36,6,pos,paypal,,8.39,AUD
662,2024-01-03 17:50:14.008606,2024-01-03,83,9,pos,cash,,7.47,AUD
722,2024-01-03 19:27:14.009386,2024-01-03,106,10,web,card,,6.20,AUD
782,2024-01-03 21:04:14.010166,2024-01-03,63,1,web,cash,,4.77,AUD
842,2024-01-03 22:41:14.010946,2024-01-03,11,2,pos,paypal,,2.79,AUD
902,2024-01-03 00:18:14.011726,2024-01-03,61,2,web,paypal,,3.57,AUD
962,2024-01-03 01:55:14.012506,2024-01-03,48,1,web,giftcard,,7.30,AUD
1022,2024-01-03 03:32:14.013286,2024-01-03,123,8,web,card,,4.09,AUD
1082,2024-01-03 05:09:14.014066,2024-01-03,116,5,pos,cash,,5.20,AUD
1142,2024-01-03 06:46:14.014846,2024-01-03,51,2,pos,card,,4.23,AUD
1202,2024-01-03 08:23:14.015626,2024-01-03,115,5,web,giftcard,,6.82,AUD
1262,2024-01-03 10:00:14.016406,2024-01-03,69,5,web,giftcard,,3.63,AUD
1322,2024-01-03 11:37:14.017186,2024-01-03,47,4,web,giftcard,,6.31,AUD
1382,2024-01-03 13:14:14.017966,2024-01-03,43,9,pos,card,,4.01,AUD
1442,2024-01-03 14:51:14.018746,2024-01-03,12,9,web,card,,6.06,AUD
1502,2024-01-03 16:28:14.019526,2024-01-03,122,6,pos,giftcard,,4.71,AUD
1562,2024-01-03 18:05:14.020306,2024-01-03,24,8,pos,paypal,CPN6921,7.71,AUD
1622,2024-01-03 19:42:14.021086,2024-01-03,63,3,pos,paypal,,5.40,AUD
1682,2024-01-03 21:19:14.021866,2024-01-03,6,7,pos,paypal,,2.00,AUD
1742,2024-01-03 22:56:14.022646,2024-01-03,141,8,web,giftcard,,9.68,AUD
1802,2024-01-03 00:33:14.023426,2024-01-03,36,3,pos,giftcard,CPN3078,7.20,AUD
1862,2024-01-03 02:10:14.024206,2024-01-03,76,10,web,giftcard,,1.36,AUD
1922,2024-01-03 03:47:14.024986,2024-01-03,51,1,pos,giftcard,,7.43,AUD
1982,2024-01-03 05:24:14.025766,2024-01-03,70,10,pos,giftcard,,5.39,AUD
2042,2024-01-03 07:01:14.026546,2024-01-03,86,6,web,cash,,7.46,AUD
2102,2024-01-03 08:38:14.027326,2024-01-03,146,6,web,card,,0.00,AUD
2162,2024-01-03 10:15:14.028106,2024-01-03,60,10,web,cash,,6.08,AUD
2222,2024-01-03 11:52:14.028886,2024-01-03,69,7,pos,cash,,7.71,AUD
2282,2024-01-03 13:29:14.029666,2024-01-03,78,5,web,giftcard,CPN7359,9.73,AUD
2342,2024-01-03 15:06:14.030446,2024-01-03,80,9,pos,paypal,,2.44,AUD
2402,2024-01-03 16:43:14.031226,2024-01-03,11,3,web,giftcard,,7.34,AUD
2462,2024-01-03 18:20:14.032006,2024-01-03,23,5,web,paypal,,0.30,AUD
2522,2024-01-03 19:57:14.032786,2024-01-03,39,9,web,giftcard,,3.80,AUD
2582,2024-01-03 21:34:14.033566,2024-01-03,78,2,pos,cash,,1.67,AUD
2642,2024-01-03 23:11:14.034346,2024-01-03,99,9,web,giftcard,,1.93,AUD
2702,2024-01-03 00:48:14.035126,2024-01-03,60,5,web,giftcard,,2.62,AUD
2762,2024-01-03 02:25:14.035906,2024-01-03,37,1,web,paypal,,5.36,AUD
2822,2024-01-03 04:02:14.036686,2024-01-03,112,3,pos,paypal,,1.91,AUD
2882,2024-01-03 05:39:14.037466,2024-01-03,91,5,web,giftcard,,11.18,AUD
2942,2024-01-03 07:16:14.038246,2024-01-03,46,2,web,paypal,,2.29,AUD
