order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
9,1,31,1,30.6523,0.0282,0.0555
9,2,15,3,11.0275,0.0112,0.0198
9,3,11,2,14.9306,0.0064,0.0243
9,4,27,4,33.6011,0.0660,0.0248
69,1,29,1,22.3070,0.0555,0.0188
69,2,37,3,34.1299,0.0249,0.0258
69,3,27,1,26.1993,0.1302,0.0288
69,4,31,1,3.7368,0.0340,0.0932
129,1,32,5,7.2551,0.0916,0.0193
129,2,28,1,14.7809,0.0078,0.0132
129,3,28,4,0.7781,0.2254,0.0844
129,4,44,3,7.0439,0.0098,0.0201
189,1,31,1,28.2055,0.1941,0.0763
189,2,49,1,8.0344,0.0737,0.0131
189,3,14,2,15.2980,0.0787,0.0316
189,4,49,1,29.6058,0.0025,0.0363
249,1,32,1,25.4633,0.0821,0.0475
249,2,21,4,21.3379,0.1582,0.0709
249,3,23,3,34.3817,0.0439,0.0388
249,4,3,1,20.0179,0.0146,0.0425
309,1,25,3,23.1805,0.1304,0.0772
309,2,6,3,19.6244,0.0905,0.1007
309,3,18,2,24.9911,0.1667,0.0171
309,4,17,1,23.0180,0.0012,0.0574
369,1,25,2,18.1283,0.0496,0.0353
369,2,19,2,8.0605,0.1251,0.0244
369,3,29,3,23.4910,0.1884,0.0460
369,4,2,1,17.5727,0.0591,0.0116
429,1,22,2,22.7856,0.3359,0.0713
429,2,31,7,29.1760,0.0892,0.0395
429,3,38,1,12.7510,0.0228,0.0096
429,4,37,3,32.0197,0.0904,0.0331
489,1,13,2,5.7970,0.0045,0.0909
489,2,14,3,16.7060,0.0426,0.0212
489,3,27,1,40.9884,0.1722,0.0292
489,4,40,1,23.3179,0.0693,0.0267
549,1,39,1,21.4240,0.0839,0.0683
549,2,25,2,28.8051,0.0169,0.0626
549,3,2,2,34.3175,0.1347,0.0297
549,4,1,2,10.5871,0.1958,0.0267
609,1,15,1,25.0968,0.0865,0.0298
609,2,44,1,26.9843,0.0644,0.0216
609,3,336,3,29.4126,0.1831,0.0124
609,4,45,2,28.5529,0.0134,0.0183
669,1,18,5,24.2490,0.0147,0.0709
669,2,26,3,12.1028,0.1013,0.0581
669,3,2,2,14.2760,0.0237,0.0272
669,4,35,1,29.2075,0.1419,0.0655
729,1,32,1,19.7486,0.0129,0.0264
729,2,24,1,10.7976,0.0854,0.1054
729,3,39,1,6.0333,0.0086,0.0756
729,4,22,1,48.4737,0.0977,0.0024
789,1,25,1,29.7871,0.0159,0.0254
789,2,46,1,27.4214,0.3269,0.0190
789,3,7,1,13.2602,0.1074,0.0141
789,4,17,1,20.8450,0.1235,0.0167
849,1,2,5,30.0399,0.1085,0.0268
849,2,40,1,28.1442,0.0380,0.0393
849,3,20,1,11.0115,0.0115,0.1225
849,4,21,1,11.5720,0.0342,0.0219
909,1,2,2,21.7510,0.0295,0.0129
909,2,30,1,40.4095,0.0174,0.0724
909,3,50,2,25.1968,0.0101,0.0349
909,4,20,3,37.6559,0.0192,0.0791
969,1,20,2,6.6295,0.0138,0.0237
969,2,8,2,19.2279,0.0543,0.0186
969,3,42,1,1.6137,0.1557,0.0376
969,4,40,5,12.4842,0.1920,0.0201
1029,1,36,2,15.0230,0.0333,0.0595
1029,2,6,4,16.8878,0.0366,0.0239
1029,3,8,1,14.1294,0.2689,0.0380
1029,4,22,2,9.2177,0.2086,0.0376
1089,1,17,3,38.0623,0.2060,0.0102
1089,2,1,1,22.2574,0.0669,0.0432
1089,3,38,1,32.3216,0.0381,0.0539
1089,4,387,1,18.9060,0.0309,0.0917
1149,1,45,2,25.5114,0.1453,0.0167
1149,2,20,1,19.2248,0.0246,0.0091
1149,3,24,5,19.3131,0.2098,0.0474
1149,4,26,2,37.5449,0.3680,0.0220
1209,1,10,3,14.7679,0.0939,0.0075
1209,2,36,1,17.5577,0.0995,0.0229
1209,3,25,2,9.1776,0.1441,0.0936
1209,4,8,4,16.4610,0.0906,0.0558
1269,1,8,2,20.6271,0.1135,0.0859
1269,2,40,2,41.5752,0.0255,0.0559
1269,3,27,4,27.0554,0.1163,0.0697
1269,4,14,3,22.3081,0.0682,0.0254
1329,1,1,1,9.4315,0.1322,0.0112
1329,2,42,1,24.0119,0.0479,0.0273
1329,3,36,2,12.5996,0.0354,0.0011
1329,4,16,1,18.5546,0.0754,0.0365
1389,1,43,1,31.4430,0.0373,0.0338
1389,2,41,1,12.9248,0.0448,0.0156
1389,3,31,3,30.4891,0.0278,0.0683
1389,4,14,2,23.9979,0.2061,0.0468
1449,1,26,3,9.4826,0.0826,0.0118
1449,2,4,1,43.0280,0.0341,0.0366
1449,3,33,3,24.7570,0.4741,0.0816
1449,4,42,3,32.5431,0.1028,0.0229
1509,1,46,2,32.1936,0.0167,0.0454
1509,2,28,6,11.5852,0.1736,0.0184
1509,3,17,1,20.3865,0.0817,0.0311
1509,4,46,4,20.8812,0.0590,0.0190
1569,1,1,1,12.5313,0.0572,0.0131
1569,2,33,1,22.0414,0.1657,0.0344
1569,3,4,3,25.8101,0.0221,0.0607
1569,4,44,1,29.6800,0.1717,0.0070
1629,1,41,3,30.4460,0.0643,0.0478
1629,2,26,3,16.6426,0.0252,0.0233
1629,3,41,1,14.2344,0.0222,0.0627
1629,4,23,1,1.9888,0.0247,0.0671
1689,1,10,3,6.9022,0.0430,0.0264
1689,2,11,4,13.1777,0.1916,0.0441
1689,3,15,1,13.8979,0.1645,0.0866
1689,4,48,3,19.8108,0.1726,0.0265
1749,1,10,1,22.8550,0.0418,0.0798
1749,2,35,6,25.6723,0.1479,0.0157
1749,3,18,3,24.1992,0.1049,0.0628
1749,4,50,4,15.2201,0.0368,0.0323
1809,1,41,1,35.4446,0.1300,0.0377
1809,2,2,2,2.1653,0.0537,0.0078
1809,3,29,2,14.6076,0.1192,0.0397
1809,4,14,1,26.7429,0.0246,0.0345
1869,1,29,1,16.2241,0.0285,0.0495
1869,2,10,2,11.3897,0.0294,0.0119
1869,3,16,1,22.2197,0.0349,0.0432
1869,4,33,2,14.2831,0.2506,0.0441
1929,1,50,1,30.8671,0.1043,0.0094
