order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
20,2024-01-21 00:32:20.000260,2024-01-21,159,6,pos,paypal,,4.19,AUD
80,2024-01-21 02:09:20.001040,2024-01-21,87,1,pos,card,,3.52,AUD
140,2024-01-21 03:46:20.001820,2024-01-21,38,1,web,card,,8.29,AUD
200,2024-01-21 05:23:20.002600,2024-01-21,138,9,pos,card,,8.50,AUD
260,2024-01-21 07:00:20.003380,2024-01-21,5,10,pos,cash,,4.14,AUD
320,2024-01-21 08:37:20.004160,2024-01-21,82,3,pos,paypal,,4.41,AUD
380,2024-01-21 10:14:20.004940,2024-01-21,57,6,web,cash,,2.31,AUD
440,2024-01-21 11:51:20.005720,2024-01-21,13,8,web,cash,,5.21,AUD
500,2024-01-21 13:28:20.006500,2024-01-21,144,8,pos,card,,9.62,AUD
560,2024-01-21 15:05:20.007280,2024-01-21,51,2,web,paypal,,8.20,AUD
620,2024-01-21 16:42:20.008060,2024-01-21,155,3,web,giftcard,,5.94,AUD
680,2024-01-21 18:19:20.008840,2024-01-21,116,8,web,card,,3.68,AUD
740,2024-01-21 19:56:20.009620,2024-01-21,109,4,pos,paypal,,11.43,AUD
800,2024-01-21 21:33:20.010400,2024-01-21,54,2,pos,cash,,4.62,AUD
860,2024-01-21 23:10:20.011180,2024-01-21,26,5,web,giftcard,,6.08,AUD
920,2024-01-21 00:47:20.011960,2024-01-21,88,2,pos,paypal,,2.85,AUD
980,2024-01-21 02:24:20.012740,2024-01-21,128,2,pos,giftcard,,5.75,AUD
1040,2024-01-21 04:01:20.013520,2024-01-21,39,6,pos,cash,,4.16,AUD
1100,2024-01-21 05:38:20.014300,2024-01-21,158,5,pos,paypal,,5.32,AUD
1160,2024-01-21 07:15:20.015080,2024-01-21,153,9,web,paypal,,3.95,AUD
1220,2024-01-21 08:52:20.015860,2024-01-21,59,1,web,paypal,,4.23,AUD
1280,2024-01-21 10:29:20.016640,2024-01-21,117,4,web,paypal,,2.36,AUD
1340,2024-01-21 12:06:20.017420,2024-01-21,120,9,web,paypal,,6.58,AUD
1400,2024-01-21 13:43:20.018200,2024-01-21,107,10,pos,cash,,4.55,AUD
1460,2024-01-21 15:20:20.018980,2024-01-21,100,2,pos,cash,,12.22,AUD
1520,2024-01-21 16:57:20.019760,2024-01-21,93,6,web,giftcard,,3.38,AUD
1580,2024-01-21 18:34:20.020540,2024-01-21,51,3,web,giftcard,,11.21,AUD
1640,2024-01-21 20:11:20.021320,2024-01-21,59,3,pos,cash,,2.43,AUD
1700,2024-01-21 21:48:20.022100,2024-01-21,140,4,web,cash,,0.00,AUD
1760,2024-01-21 23:25:20.022880,2024-01-21,27,1,pos,paypal,,7.73,AUD
1820,2024-01-21 01:02:20.023660,2024-01-21,102,1,pos,paypal,,6.47,AUD
1880,2024-01-21 02:39:20.024440,2024-01-21,26,10,pos,cash,,3.36,AUD
1940,2024-01-21 04:16:20.025220,2024-01-21,69,9,web,card,,6.64,AUD
2000,2024-01-21 05:53:20.026000,2024-01-21,31,4,web,paypal,,8.23,AUD
2060,2024-01-21 07:30:20.026780,2024-01-21,42,5,pos,cash,,1.51,AUD
2120,2024-01-21 09:07:20.027560,2024-01-21,141,10,pos,cash,,4.03,AUD
2180,2024-01-21 10:44:20.028340,2024-01-21,4,9,pos,paypal,,11.20,AUD
2240,2024-01-21 12:21:20.029120,2024-01-21,41,3,web,card,,1.04,AUD
2300,2024-01-21 13:58:20.029900,2024-01-21,49,7,web,card,,6.49,AUD
2360,2024-01-21 15:35:20.030680,2024-01-21,60,5,pos,paypal,,5.69,AUD
2420,2024-01-21 17:12:20.031460,2024-01-21,76,10,pos,card,,1.69,AUD
2480,2024-01-21 18:49:20.032240,2024-01-21,153,2,pos,giftcard,,7.12,AUD
2540,2024-01-21 20:26:20.033020,2024-01-21,97,6,web,cash,,1.09,AUD
2600,2024-01-21 22:03:20.033800,2024-01-21,87,6,pos,cash,,2.34,AUD
2660,2024-01-21 23:40:20.034580,2024-01-21,105,1,web,giftcard,,8.03,AUD
2720,2024-01-21 01:17:20.035360,2024-01-21,148,7,pos,card,,6.88,AUD
2780,2024-01-21 02:54:20.036140,2024-01-21,30,1,pos,giftcard,,9.09,AUD
2840,2024-01-21 04:31:20.036920,2024-01-21,55,10,pos,cash,,3.35,AUD
2900,2024-01-21 06:08:20.037700,2024-01-21,44,5,pos,paypal,,5.92,AUD
2960,2024-01-21 07:45:20.038480,2024-01-21,90,9,pos,card,,7.70,AUD
