order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
58,2024-02-28 01:33:46.000754,2024-02-28,77,9,pos,card,,3.80,AUD
118,2024-02-28 03:10:46.001534,2024-02-28,99,5,pos,card,,5.94,AUD
178,2024-02-28 04:47:46.002314,2024-02-28,12,7,web,paypal,,5.19,AUD
238,2024-02-28 06:24:46.003094,2024-02-28,88,5,web,cash,,7.70,AUD
298,2024-02-28 08:01:46.003874,2024-02-28,114,7,pos,paypal,,2.00,AUD
358,2024-02-28 09:38:46.004654,2024-02-28,125,9,pos,card,,6.87,AUD
418,2024-02-28 11:15:46.005434,2024-02-28,66,9,web,cash,,4.16,AUD
478,2024-02-28 12:52:46.006214,2024-02-28,45,10,pos,paypal,,0.00,AUD
538,2024-02-28 14:29:46.006994,2024-02-28,119,7,web,card,CPN1973,3.62,AUD
598,2024-02-28 16:06:46.007774,2024-02-28,89,10,web,giftcard,,2.89,AUD
658,2024-02-28 17:43:46.008554,2024-02-28,110,6,web,card,,1.31,AUD
718,2024-02-28 19:20:46.009334,2024-02-28,101,10,web,cash,,2.52,AUD
778,2024-02-28 20:57:46.010114,2024-02-28,98,1,web,giftcard,,2.19,AUD
838,2024-02-28 22:34:46.010894,2024-02-28,156,4,pos,giftcard,,5.49,AUD
898,2024-02-28 00:11:46.011674,2024-02-28,123,5,pos,paypal,,1.64,AUD
958,2024-02-28 01:48:46.012454,2024-02-28,106,6,pos,cash,,10.03,AUD
1018,2024-02-28 03:25:46.013234,2024-02-28,152,7,pos,giftcard,,4.00,AUD
1078,2024-02-28 05:02:46.014014,2024-02-28,17,3,pos,cash,,7.73,AUD
1138,2024-02-28 06:39:46.014794,2024-02-28,8,6,web,cash,,4.05,AUD
1198,2024-02-28 08:16:46.015574,2024-02-28,85,5,pos,giftcard,,4.93,AUD
1258,2024-02-28 09:53:46.016354,2024-02-28,17,4,pos,giftcard,,3.91,AUD
1318,2024-02-28 11:30:46.017134,2024-02-28,65,5,pos,giftcard,,5.36,AUD
1378,2024-02-28 13:07:46.017914,2024-02-28,13,1,pos,card,,4.66,AUD
1438,2024-02-28 14:44:46.018694,2024-02-28,137,8,pos,cash,,1.91,AUD
1498,2024-02-28 16:21:46.019474,2024-02-28,64,2,pos,card,,5.96,AUD
1558,2024-02-28 17:58:46.020254,2024-02-28,14,1,pos,giftcard,,2.56,AUD
1618,2024-02-28 19:35:46.021034,2024-02-28,18,2,web,giftcard,,3.79,AUD
1678,2024-02-28 21:12:46.021814,2024-02-28,41,7,web,card,,2.57,AUD
1738,2024-02-28 22:49:46.022594,2024-02-28,64,6,pos,paypal,CPN7242,4.01,AUD
1798,2024-02-28 00:26:46.023374,2024-02-28,22,1,pos,cash,,5.08,AUD
1858,2024-02-28 02:03:46.024154,2024-02-28,125,1,pos,card,,4.06,AUD
1918,2024-02-28 03:40:46.024934,2024-02-28,113,6,web,giftcard,,4.73,AUD
1978,2024-02-28 05:17:46.025714,2024-02-28,38,7,web,paypal,,2.13,AUD
2038,2024-02-28 06:54:46.026494,2024-02-28,28,2,pos,giftcard,,5.17,AUD
2098,2024-02-28 08:31:46.027274,2024-02-28,153,6,pos,card,,0.00,AUD
2158,2024-02-28 10:08:46.028054,2024-02-28,62,2,web,paypal,,2.58,AUD
2218,2024-02-28 11:45:46.028834,2024-02-28,139,6,pos,giftcard,,5.86,AUD
2278,2024-02-28 13:22:46.029614,2024-02-28,30,10,pos,cash,,5.90,AUD
2338,2024-02-28 14:59:46.030394,2024-02-28,130,3,pos,paypal,,9.05,AUD
2398,2024-02-28 16:36:46.031174,2024-02-28,139,7,pos,paypal,,5.01,AUD
2458,2024-02-28 18:13:46.031954,2024-02-28,38,10,web,paypal,,2.53,AUD
2518,2024-02-28 19:50:46.032734,2024-02-28,42,3,pos,paypal,,1.99,AUD
2578,2024-02-28 21:27:46.033514,2024-02-28,50,8,pos,cash,,7.04,AUD
2638,2024-02-28 23:04:46.034294,2024-02-28,108,9,pos,card,,4.88,AUD
2698,2024-02-28 00:41:46.035074,2024-02-28,134,10,web,giftcard,,4.54,AUD
2758,2024-02-28 02:18:46.035854,2024-02-28,140,9,web,cash,,9.77,AUD
2818,2024-02-28 03:55:46.036634,2024-02-28,1,4,web,paypal,,4.18,AUD
2878,2024-02-28 05:32:46.037414,2024-02-28,7,4,pos,giftcard,,3.64,AUD
2938,2024-02-28 07:09:46.038194,2024-02-28,10,10,pos,giftcard,,7.96,AUD
2998,2024-02-28 08:46:46.038974,2024-02-28,141,4,web,card,,2.46,AUD
