sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T00:04:25,6,sensor-6,18.56,51.18,3296
2024-01-02T00:13:15,6,sensor-16,22.28,37.30,3764
2024-01-01T00:22:05,6,sensor-26,21.38,43.08,3146
2024-01-02T00:30:55,6,sensor-36,11.27,52.24,3094
2024-01-01T00:39:45,6,sensor-46,31.54,40.34,3234
2024-01-02T00:48:35,6,sensor-6,19.05,52.65,3243
2024-01-01T00:57:25,6,sensor-16,18.17,32.66,3767
2024-01-02T01:06:15,6,sensor-26,11.53,28.47,3834
2024-01-01T01:15:05,6,sensor-36,23.03,35.81,3619
2024-01-02T01:23:55,6,sensor-46,19.21,33.45,3659
2024-01-01T01:32:45,6,sensor-6,24.24,50.32,3777
2024-01-02T01:41:35,6,sensor-16,22.37,53.08,3945
2024-01-01T01:50:25,6,sensor-26,28.66,38.61,3353
2024-01-02T01:59:15,6,sensor-36,23.74,51.06,3017
2024-01-01T02:08:05,6,sensor-46,26.64,39.08,3651
2024-01-02T02:16:55,6,sensor-6,23.95,45.79,3924
2024-01-01T02:25:45,6,sensor-16,22.82,47.84,4044
2024-01-02T02:34:35,6,sensor-26,27.99,38.84,3300
2024-01-01T02:43:25,6,sensor-36,15.81,39.65,3130
2024-01-02T02:52:15,6,sensor-46,18.94,32.13,3306
2024-01-01T03:01:05,6,sensor-6,21.04,23.17,3735
2024-01-02T03:09:55,6,sensor-16,22.36,52.16,3012
2024-01-01T03:18:45,6,sensor-26,19.55,49.39,3345
2024-01-02T03:27:35,6,sensor-36,18.34,36.99,3777
2024-01-01T03:36:25,6,sensor-46,26.40,34.95,3069
2024-01-02T03:45:15,6,sensor-6,24.24,57.83,3360
2024-01-01T03:54:05,6,sensor-16,20.63,35.13,4190
2024-01-02T04:02:55,6,sensor-26,25.79,32.07,3778
2024-01-01T04:11:45,6,sensor-36,24.08,52.30,3567
2024-01-02T04:20:35,6,sensor-46,21.92,56.48,3248
2024-01-01T04:29:25,6,sensor-6,16.55,57.05,3883
2024-01-02T04:38:15,6,sensor-16,22.37,49.15,3971
2024-01-01T04:47:05,6,sensor-26,15.03,42.11,3744
2024-01-02T04:55:55,6,sensor-36,23.64,39.86,4148
2024-01-01T05:04:45,6,sensor-46,26.12,61.30,3144
2024-01-02T05:13:35,6,sensor-6,25.91,45.09,3716
2024-01-01T05:22:25,6,sensor-16,21.32,18.39,3225
2024-01-02T05:31:15,6,sensor-26,18.97,43.17,3708
2024-01-01T05:40:05,6,sensor-36,20.27,34.46,3024
2024-01-02T05:48:55,6,sensor-46,27.33,37.46,3612
2024-01-01T05:57:45,6,sensor-6,16.29,61.64,3904
2024-01-02T06:06:35,6,sensor-16,20.99,52.11,3491
2024-01-01T06:15:25,6,sensor-26,20.12,49.51,4033
2024-01-02T06:24:15,6,sensor-36,22.89,44.61,3631
2024-01-01T06:33:05,6,sensor-46,20.42,45.32,3476
2024-01-02T06:41:55,6,sensor-6,22.94,50.59,3092
2024-01-01T06:50:45,6,sensor-16,22.29,61.81,3153
2024-01-02T06:59:35,6,sensor-26,17.45,46.47,4085
2024-01-01T07:08:25,6,sensor-36,16.25,53.29,4141
2024-01-02T07:17:15,6,sensor-46,19.74,38.19,3617
2024-01-01T07:26:05,6,sensor-6,17.83,33.55,3883
2024-01-02T07:34:55,6,sensor-16,20.71,74.59,3544
2024-01-01T07:43:45,6,sensor-26,20.71,41.74,3841
2024-01-02T07:52:35,6,sensor-36,23.51,40.64,4126
2024-01-01T08:01:25,6,sensor-46,21.49,28.58,3778
2024-01-02T08:10:15,6,sensor-6,22.36,40.70,3801
2024-01-01T08:19:05,6,sensor-16,21.23,50.49,3180
2024-01-02T08:27:55,6,sensor-26,20.24,49.22,3275
2024-01-01T08:36:45,6,sensor-36,19.41,51.54,3914
2024-01-02T08:45:35,6,sensor-46,24.31,42.50,3134
2024-01-01T08:54:25,6,sensor-6,22.69,51.28,3962
2024-01-02T09:03:15,6,sensor-16,23.44,45.58,3812
2024-01-01T09:12:05,6,sensor-26,30.16,57.71,3522
2024-01-02T09:20:55,6,sensor-36,16.74,51.99,3215
2024-01-01T09:29:45,6,sensor-46,19.05,53.79,4048
2024-01-02T09:38:35,6,sensor-6,18.56,43.93,4125
2024-01-01T09:47:25,6,sensor-16,27.40,50.41,3194
2024-01-02T09:56:15,6,sensor-26,26.41,64.80,4020
2024-01-01T10:05:05,6,sensor-36,21.50,54.87,3222
2024-01-02T10:13:55,6,sensor-46,16.14,48.90,3302
2024-01-01T10:22:45,6,sensor-6,22.32,47.46,3552
2024-01-02T10:31:35,6,sensor-16,22.64,41.08,4197
2024-01-01T10:40:25,6,sensor-26,22.04,40.86,3453
2024-01-02T10:49:15,6,sensor-36,23.12,69.68,3284
