order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
5,1,46,2,30.6620,0.1347,0.0323
65,1,22,3,25.5945,0.1348,0.0058
125,1,12,1,24.7292,0.0192,0.0571
185,1,13,1,16.3009,0.0000,0.0105
245,1,50,1,6.6321,0.0601,0.0918
305,1,26,4,20.3162,0.2436,0.0405
365,1,49,2,22.2957,0.0846,0.0329
425,1,13,1,24.8271,0.0033,0.0182
485,1,10,1,17.7568,0.0021,0.0688
545,1,35,2,40.8533,0.2263,0.0429
605,1,35,2,23.8821,0.0081,0.0620
665,1,23,2,41.9214,0.0014,0.0061
725,1,38,4,12.9556,0.0046,0.0154
785,1,5,1,25.9354,0.0141,0.0179
845,1,35,2,6.2406,0.0105,0.0137
905,1,36,2,21.9416,0.2103,0.0389
965,1,3,3,23.1449,0.1992,0.0140
1025,1,9,1,9.8598,0.1945,0.0561
1085,1,33,1,57.2783,0.1288,0.0321
1145,1,2,1,7.6903,0.0256,0.0132
1205,1,24,2,30.9717,0.1495,0.0347
1265,1,33,5,25.8345,0.2717,0.0369
1325,1,12,3,47.8003,0.1339,0.0022
1385,1,7,3,0.3235,0.0175,0.0054
1445,1,31,5,8.8894,0.0685,0.0085
1505,1,16,2,14.8367,0.0359,0.0068
1565,1,7,2,7.4578,0.1989,0.0231
1625,1,25,2,5.1235,0.0253,0.0414
1685,1,30,1,22.9788,0.0157,0.0335
1745,1,30,2,29.4370,0.1600,0.0095
1805,1,13,2,29.4186,0.1875,0.0478
1865,1,25,2,18.0994,0.0653,0.0242
1925,1,28,2,8.4485,0.0540,0.0143
1985,1,9,1,30.2115,0.4520,0.0194
2045,1,2,3,26.8005,0.0311,0.0027
2105,1,17,1,13.9733,0.0557,0.0599
2165,1,35,1,11.0662,0.0933,0.0446
2225,1,37,1,18.6881,0.0106,0.0143
2285,1,44,2,39.8034,0.1686,0.0246
2345,1,19,2,10.7450,0.0740,0.0270
2405,1,39,2,10.6240,0.0166,0.0185
2465,1,21,4,24.7767,0.2571,0.0709
2525,1,44,2,14.3960,0.1235,0.0042
2585,1,50,2,29.7653,0.1090,0.0092
2645,1,22,1,5.5641,0.0350,0.0587
2705,1,43,1,5.6265,0.0170,0.0312
2765,1,37,2,23.0673,0.1139,0.0141
2825,1,35,2,21.1596,0.0072,0.0080
2885,1,38,2,3.5176,0.0904,0.0252
2945,1,35,1,18.8761,0.0024,0.0461
