sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-02T00:00:53,1,sensor-2,23.99,49.34,4065
2024-01-01T00:10:36,1,sensor-13,20.14,49.29,4032
2024-01-02T00:11:29,1,sensor-14,22.97,62.73,4097
2024-01-01T00:21:12,1,sensor-25,16.30,41.07,4188
2024-01-02T00:22:05,1,sensor-26,19.82,40.29,3338
2024-01-01T00:31:48,1,sensor-37,17.12,49.85,3038
2024-01-02T00:32:41,1,sensor-38,22.84,67.63,4149
2024-01-01T00:42:24,1,sensor-49,26.23,30.98,3347
2024-01-02T00:43:17,1,sensor-50,23.37,58.71,3189
2024-01-01T00:53:00,1,sensor-11,25.90,38.96,3814
2024-01-02T00:53:53,1,sensor-12,20.08,26.39,4172
