sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T00:06:11,8,sensor-8,19.04,36.04,3499
2024-01-02T00:15:01,8,sensor-18,30.91,58.17,3692
2024-01-01T00:23:51,8,sensor-28,26.15,45.46,3463
2024-01-02T00:32:41,8,sensor-38,25.38,56.45,3950
2024-01-01T00:41:31,8,sensor-48,23.04,36.50,3295
2024-01-02T00:50:21,8,sensor-8,18.81,26.91,3634
2024-01-01T00:59:11,8,sensor-18,9.59,48.33,3931
2024-01-02T01:08:01,8,sensor-28,20.26,62.07,3179
2024-01-01T01:16:51,8,sensor-38,21.73,48.49,3738
2024-01-02T01:25:41,8,sensor-48,25.56,56.92,3221
2024-01-01T01:34:31,8,sensor-8,18.71,38.75,3802
2024-01-02T01:43:21,8,sensor-18,16.26,46.44,3362
2024-01-01T01:52:11,8,sensor-28,22.91,28.71,3613
2024-01-02T02:01:01,8,sensor-38,23.94,50.58,3221
2024-01-01T02:09:51,8,sensor-48,25.90,37.05,4164
2024-01-02T02:18:41,8,sensor-8,18.47,57.66,3746
2024-01-01T02:27:31,8,sensor-18,22.65,37.35,4130
2024-01-02T02:36:21,8,sensor-28,24.22,54.83,4079
2024-01-01T02:45:11,8,sensor-38,18.08,37.18,3552
2024-01-02T02:54:01,8,sensor-48,30.90,53.55,3012
2024-01-01T03:02:51,8,sensor-8,16.78,46.62,3173
2024-01-02T03:11:41,8,sensor-18,24.36,45.06,4077
2024-01-01T03:20:31,8,sensor-28,20.77,41.12,3337
2024-01-02T03:29:21,8,sensor-38,17.84,43.19,3016
2024-01-01T03:38:11,8,sensor-48,27.82,37.79,3785
2024-01-02T03:47:01,8,sensor-8,19.90,57.76,3170
2024-01-01T03:55:51,8,sensor-18,16.62,30.69,3259
2024-01-02T04:04:41,8,sensor-28,14.28,28.26,3948
2024-01-01T04:13:31,8,sensor-38,23.58,65.72,4037
2024-01-02T04:22:21,8,sensor-48,24.65,41.45,4187
2024-01-01T04:31:11,8,sensor-8,30.37,50.49,3302
2024-01-02T04:40:01,8,sensor-18,19.60,53.51,3024
2024-01-01T04:48:51,8,sensor-28,26.54,36.52,3889
2024-01-02T04:57:41,8,sensor-38,24.96,36.65,3446
2024-01-01T05:06:31,8,sensor-48,21.40,43.33,3029
2024-01-02T05:15:21,8,sensor-8,20.24,45.79,3098
2024-01-01T05:24:11,8,sensor-18,18.60,65.24,3436
2024-01-02T05:33:01,8,sensor-28,21.33,28.15,3693
2024-01-01T05:41:51,8,sensor-38,22.06,52.61,3000
2024-01-02T05:50:41,8,sensor-48,14.58,42.78,3633
2024-01-01T05:59:31,8,sensor-8,25.36,56.58,3018
2024-01-02T06:08:21,8,sensor-18,21.60,47.01,4027
2024-01-01T06:17:11,8,sensor-28,22.69,49.88,3967
2024-01-02T06:26:01,8,sensor-38,27.72,51.93,3145
2024-01-01T06:34:51,8,sensor-48,9.43,51.87,3234
2024-01-02T06:43:41,8,sensor-8,22.09,37.97,3767
2024-01-01T06:52:31,8,sensor-18,20.68,53.10,3195
2024-01-02T07:01:21,8,sensor-28,25.23,36.85,4015
2024-01-01T07:10:11,8,sensor-38,19.13,35.33,4190
2024-01-02T07:19:01,8,sensor-48,21.88,65.86,3903
2024-01-01T07:27:51,8,sensor-8,22.52,37.51,3554
2024-01-02T07:36:41,8,sensor-18,25.25,29.32,3762
2024-01-01T07:45:31,8,sensor-28,17.72,48.23,4105
2024-01-02T07:54:21,8,sensor-38,24.02,44.77,3501
2024-01-01T08:03:11,8,sensor-48,14.95,63.10,3644
2024-01-02T08:12:01,8,sensor-8,22.29,49.83,3032
2024-01-01T08:20:51,8,sensor-18,19.79,26.05,3054
2024-01-02T08:29:41,8,sensor-28,20.72,29.62,3761
2024-01-01T08:38:31,8,sensor-38,16.89,25.25,3768
2024-01-02T08:47:21,8,sensor-48,14.64,50.75,3065
2024-01-01T08:56:11,8,sensor-8,24.08,55.68,3897
2024-01-02T09:05:01,8,sensor-18,22.91,63.32,3190
2024-01-01T09:13:51,8,sensor-28,16.74,52.43,3162
2024-01-02T09:22:41,8,sensor-38,21.79,42.76,3005
2024-01-01T09:31:31,8,sensor-48,24.56,52.35,4146
2024-01-02T09:40:21,8,sensor-8,19.11,45.74,3789
2024-01-01T09:49:11,8,sensor-18,14.71,30.59,4010
2024-01-02T09:58:01,8,sensor-28,22.31,43.82,3984
2024-01-01T10:06:51,8,sensor-38,19.81,54.17,3232
2024-01-02T10:15:41,8,sensor-48,23.84,32.75,4074
2024-01-01T10:24:31,8,sensor-8,30.81,58.06,3009
2024-01-02T10:33:21,8,sensor-18,21.25,57.17,3034
2024-01-01T10:42:11,8,sensor-28,20.25,58.49,3066
2024-01-02T10:51:01,8,sensor-38,19.50,49.63,3674
2024-01-01T10:59:51,8,sensor-48,24.53,70.91,3280
2024-01-02T11:08:41,8,sensor-8,19.99,32.02,3835
2024-01-01T11:17:31,8,sensor-18,22.82,36.96,4025
2024-01-02T11:26:21,8,sensor-28,20.09,36.95,3788
2024-01-01T11:35:11,8,sensor-38,24.32,34.18,3471
2024-01-02T11:44:01,8,sensor-48,17.74,46.43,3277
2024-01-01T11:52:51,8,sensor-8,19.96,42.55,3322
2024-01-02T12:01:41,8,sensor-18,26.79,40.90,3513
2024-01-01T12:10:31,8,sensor-28,18.29,60.82,3514
2024-01-02T12:19:21,8,sensor-38,19.32,1.60,3167
2024-01-01T12:28:11,8,sensor-48,12.99,39.83,4160
2024-01-02T12:37:01,8,sensor-8,24.51,44.70,3133
2024-01-01T12:45:51,8,sensor-18,23.55,52.70,3511
2024-01-02T12:54:41,8,sensor-28,18.38,30.94,4119
2024-01-01T13:03:31,8,sensor-38,28.18,64.96,3288
2024-01-02T13:12:21,8,sensor-48,24.01,44.00,3250
2024-01-01T13:21:11,8,sensor-8,21.72,45.31,4121
2024-01-02T13:30:01,8,sensor-18,21.28,47.53,3445
2024-01-01T13:38:51,8,sensor-28,19.16,32.76,3271
2024-01-02T13:47:41,8,sensor-38,28.08,48.38,4136
2024-01-01T13:56:31,8,sensor-48,18.62,59.82,4117
2024-01-02T14:05:21,8,sensor-8,22.78,44.90,4170
2024-01-01T14:14:11,8,sensor-18,21.77,46.17,4060
2024-01-02T14:23:01,8,sensor-28,23.22,57.17,3947
2024-01-01T14:31:51,8,sensor-38,22.80,56.10,3300
2024-01-02T14:40:41,8,sensor-48,18.06,39.62,3614
2024-01-01T14:49:31,8,sensor-8,21.98,64.77,3562
2024-01-02T14:58:21,8,sensor-18,26.43,37.68,3641
2024-01-01T15:07:11,8,sensor-28,21.69,22.78,3608
2024-01-02T15:16:01,8,sensor-38,29.59,52.11,3451
2024-01-01T15:24:51,8,sensor-48,24.46,32.65,3010
2024-01-02T15:33:41,8,sensor-8,20.77,34.20,3090
2024-01-01T15:42:31,8,sensor-18,29.61,39.96,3356
2024-01-02T15:51:21,8,sensor-28,18.88,42.37,3147
2024-01-01T16:00:11,8,sensor-38,24.89,20.87,3410
2024-01-02T16:09:01,8,sensor-48,20.24,35.93,3088
2024-01-01T16:17:51,8,sensor-8,27.34,27.87,3050
2024-01-02T16:26:41,8,sensor-18,21.40,37.85,4104
2024-01-01T16:35:31,8,sensor-28,22.20,56.90,3607
2024-01-02T16:44:21,8,sensor-38,16.90,49.45,3773
2024-01-01T16:53:11,8,sensor-48,20.03,47.17,3674
2024-01-02T17:02:01,8,sensor-8,21.96,52.15,4114
2024-01-01T17:10:51,8,sensor-18,20.23,66.85,4168
2024-01-02T17:19:41,8,sensor-28,29.13,41.89,4010
2024-01-01T17:28:31,8,sensor-38,25.24,14.29,4047
2024-01-02T17:37:21,8,sensor-48,28.95,38.79,3788
2024-01-01T17:46:11,8,sensor-8,20.16,64.70,3760
2024-01-02T17:55:01,8,sensor-18,24.29,61.17,3457
2024-01-01T18:03:51,8,sensor-28,26.27,27.46,3229
2024-01-02T18:12:41,8,sensor-38,24.85,57.91,3639
2024-01-01T18:21:31,8,sensor-48,17.11,50.79,3781
2024-01-02T18:30:21,8,sensor-8,21.91,53.19,3839
2024-01-01T18:39:11,8,sensor-18,22.23,44.62,3617
2024-01-02T18:48:01,8,sensor-28,20.62,49.87,3231
2024-01-01T18:56:51,8,sensor-38,18.08,34.78,4051
2024-01-02T19:05:41,8,sensor-48,15.43,17.99,3391
2024-01-01T19:14:31,8,sensor-8,19.24,27.00,3309
2024-01-02T19:23:21,8,sensor-18,20.22,38.30,3462
2024-01-01T19:32:11,8,sensor-28,22.36,46.71,3492
2024-01-02T19:41:01,8,sensor-38,18.42,40.51,4083
2024-01-01T19:49:51,8,sensor-48,25.00,31.01,3826
2024-01-02T19:58:41,8,sensor-8,20.19,50.41,3521
2024-01-01T20:07:31,8,sensor-18,23.75,51.08,3483
2024-01-02T20:16:21,8,sensor-28,20.45,40.46,4116
2024-01-01T20:25:11,8,sensor-38,26.22,16.44,3636
2024-01-02T20:34:01,8,sensor-48,19.60,42.51,3734
2024-01-01T20:42:51,8,sensor-8,18.96,42.95,3052
2024-01-02T20:51:41,8,sensor-18,17.67,53.22,4012
2024-01-01T21:00:31,8,sensor-28,21.04,28.42,3486
2024-01-02T21:09:21,8,sensor-38,21.63,61.79,3379
