order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
41,1,27,1,25.8240,0.0464,0.0123
41,2,39,3,25.0799,0.0648,0.0290
41,3,34,1,23.2170,0.0432,0.0129
101,1,50,1,33.1830,0.0853,0.0314
101,2,14,3,24.4300,0.0786,0.0219
101,3,36,1,12.8783,0.0456,0.0373
161,1,16,3,6.6539,0.1685,0.0482
161,2,28,1,19.3025,0.1967,0.0231
161,3,35,3,15.8828,0.0958,0.0153
221,1,13,1,0.3546,0.0063,0.0832
221,2,42,3,5.0446,0.0064,0.0492
221,3,1,1,15.1505,0.0770,0.0051
281,1,18,4,34.4663,0.0069,0.0055
281,2,29,4,11.1924,0.1265,0.0381
281,3,35,2,16.2258,0.0463,0.0316
341,1,20,1,7.1141,0.0009,0.0023
341,2,1,1,23.2165,0.0251,0.0544
341,3,12,2,25.0011,0.2038,0.0742
401,1,10,1,12.2462,0.1322,0.0172
401,2,20,3,12.4058,0.0383,0.0666
401,3,32,3,22.3027,0.0105,0.0188
461,1,45,3,37.0097,0.0399,0.0590
461,2,23,3,26.6949,0.0479,0.0138
461,3,7,4,29.9080,0.0172,0.0220
521,1,41,2,11.4161,0.0574,0.0054
521,2,16,3,9.2878,0.0620,0.0344
521,3,8,1,26.6908,0.0044,0.0316
581,1,30,1,17.9987,0.0691,0.0609
581,2,24,2,43.5990,0.0381,0.0330
581,3,22,3,21.9366,0.0026,0.0866
641,1,32,1,31.6349,0.2108,0.0256
641,2,37,7,7.2389,0.0481,0.0813
641,3,35,4,5.6360,0.2144,0.0339
701,1,40,2,15.9627,0.0079,0.0511
701,2,38,4,23.5700,0.0009,0.0103
701,3,7,1,18.9435,0.1007,0.1001
761,1,48,2,13.5949,0.1420,0.0324
761,2,9,1,22.3106,0.1271,0.0371
761,3,20,1,31.4154,0.0073,0.0232
821,1,49,2,29.2759,0.0198,0.0862
821,2,1,3,22.6402,0.0479,0.0260
821,3,16,1,6.1303,0.0484,0.0098
881,1,14,2,21.9814,0.0156,0.1051
881,2,1,4,17.0483,0.0093,0.0207
881,3,4,3,11.5980,0.0028,0.0279
941,1,37,4,22.6000,0.1390,0.0270
941,2,38,4,12.7584,0.0742,0.0033
941,3,49,2,10.0084,0.0171,0.0465
1001,1,9,5,22.3614,0.0004,0.0263
1001,2,22,3,21.7719,0.0416,0.0283
1001,3,7,1,18.7617,0.1180,0.0518
1061,1,18,1,4.8897,0.0032,0.0166
1061,2,47,2,1.6923,0.0201,0.0082
1061,3,39,1,13.2950,0.0923,0.0162
1121,1,38,4,11.1875,0.0890,0.0564
1121,2,38,2,37.2993,0.0594,0.0181
1121,3,6,2,15.3085,0.1136,0.0670
1181,1,30,6,8.0297,0.1024,0.0194
1181,2,27,1,6.6656,0.0272,0.0202
1181,3,27,4,6.5280,0.0900,0.0059
1241,1,12,1,5.8346,0.0359,0.0796
1241,2,8,1,21.5322,0.1699,0.0553
1241,3,39,2,18.7103,0.0270,0.0194
1301,1,44,5,19.6570,0.1072,0.0178
1301,2,8,7,17.1389,0.1095,0.0031
1301,3,37,1,17.0279,0.0328,0.0725
1361,1,32,1,26.7309,0.0362,0.0094
1361,2,25,2,15.5189,0.1900,0.0389
1361,3,23,1,14.5478,0.0425,0.1218
1421,1,50,2,21.2566,0.1536,0.0229
1421,2,36,3,20.9720,0.0050,0.0810
1421,3,27,4,40.1009,0.1008,0.0246
1481,1,28,1,17.7471,0.0032,0.0260
1481,2,8,2,17.6907,0.0076,0.0034
1481,3,23,2,23.6172,0.0469,0.0224
1541,1,49,1,17.8197,0.0755,0.0407
1541,2,43,1,19.5150,0.0345,0.0129
1541,3,11,2,23.3033,0.0304,0.0342
1601,1,10,3,23.3296,0.1965,0.0198
1601,2,33,1,0.8885,0.0591,0.0232
1601,3,37,5,14.4847,0.0315,0.0921
1661,1,29,1,31.0279,0.0153,0.0418
1661,2,39,3,11.6110,0.2160,0.0252
1661,3,19,1,37.6771,0.0847,0.1190
1721,1,7,2,17.1772,0.1575,0.0813
1721,2,34,2,23.4417,0.0462,0.0351
1721,3,45,2,9.7547,0.0001,0.0392
1781,1,45,2,22.1917,0.0095,0.0598
1781,2,9,4,40.2426,0.0666,0.0131
1781,3,18,3,15.4020,0.0587,0.0377
1841,1,18,3,15.0263,0.0878,0.0162
1841,2,12,5,20.3917,0.0116,0.0219
1841,3,28,2,27.5885,0.0369,0.0082
1901,1,22,3,19.5666,0.0679,0.0849
1901,2,17,4,28.1166,0.3059,0.0043
1901,3,15,3,11.4738,0.1585,0.0344
1961,1,5,1,12.6661,0.0110,0.0112
1961,2,4,3,16.8499,0.1027,0.0372
1961,3,3,1,8.1598,0.0182,0.0987
2021,1,32,2,22.2619,0.0154,0.0969
2021,2,27,1,8.9428,0.0800,0.0522
2021,3,38,1,11.5167,0.2629,0.0423
2081,1,20,1,6.5720,0.0691,0.0400
2081,2,2,2,8.4009,0.1283,0.0081
2081,3,20,3,29.2332,0.1408,0.0384
2141,1,4,3,0.0138,0.3285,0.0373
2141,2,43,2,31.3541,0.1503,0.0226
2141,3,1,1,17.2672,0.0850,0.0032
2201,1,48,1,27.0510,0.0502,0.0465
2201,2,14,2,20.1528,0.0127,0.0204
2201,3,47,4,15.5056,0.0667,0.0286
2261,1,22,2,25.6545,0.0689,0.0178
2261,2,17,1,30.4794,0.0066,0.0555
2261,3,38,1,25.5405,0.0728,0.0223
2321,1,24,1,26.8403,0.1799,0.0297
2321,2,2,1,30.4602,0.0171,0.0178
2321,3,42,2,6.7023,0.0655,0.0419
2381,1,47,2,29.0237,0.0203,0.1392
2381,2,28,1,24.0282,0.1083,0.0816
2381,3,5,1,18.2209,0.2520,0.0131
2441,1,7,1,4.2427,0.1474,0.0274
2441,2,17,3,17.3375,0.0228,0.0235
2441,3,37,1,44.1371,0.0018,0.0343
2501,1,45,2,5.8140,0.0241,0.0456
2501,2,16,1,20.2035,0.0373,0.0336
2501,3,18,1,22.0930,0.0397,0.0338
2561,1,39,1,15.2282,0.0323,0.1384
2561,2,13,1,35.0327,0.0587,0.0100
2561,3,35,1,20.7622,0.0240,0.0235
2621,1,10,3,7.6849,0.1526,0.0617
2621,2,22,1,19.5536,0.0490,0.0105
2621,3,1,2,20.9755,0.1378,0.0094
2681,1,5,4,33.9684,0.0703,0.0165
2681,2,23,1,15.1067,0.1140,0.0332
2681,3,22,2,9.6630,0.1884,0.0304
2741,1,20,1,11.7696,0.1190,0.0405
2741,2,49,1,27.2080,0.0281,0.0696
2741,3,9,4,20.1117,0.1917,0.0164
2801,1,30,2,21.6550,0.0636,0.0201
2801,2,50,1,7.8022,0.0735,0.0230
2801,3,34,1,16.6703,0.3307,0.0320
2861,1,44,1,15.0295,0.0505,0.0702
2861,2,32,1,22.5911,0.0015,0.0194
