order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
57,2024-02-27 01:32:09.000741,2024-02-27,74,7,pos,paypal,,5.80,AUD
117,2024-02-27 03:09:09.001521,2024-02-27,150,7,web,giftcard,,0.00,AUD
177,2024-02-27 04:46:09.002301,2024-02-27,40,8,pos,cash,,0.78,AUD
237,2024-02-27 06:23:09.003081,2024-02-27,117,1,web,giftcard,,9.41,AUD
297,2024-02-27 08:00:09.003861,2024-02-27,140,8,pos,card,,0.52,AUD
357,2024-02-27 09:37:09.004641,2024-02-27,109,6,web,card,,2.36,AUD
417,2024-02-27 11:14:09.005421,2024-02-27,105,6,pos,card,,5.73,AUD
477,2024-02-27 12:51:09.006201,2024-02-27,94,5,pos,cash,,5.68,AUD
537,2024-02-27 14:28:09.006981,2024-02-27,88,6,pos,cash,,3.38,AUD
597,2024-02-27 16:05:09.007761,2024-02-27,93,10,web,card,,9.82,AUD
657,2024-02-27 17:42:09.008541,2024-02-27,12,6,pos,giftcard,,4.23,AUD
717,2024-02-27 19:19:09.009321,2024-02-27,107,7,pos,cash,CPN7180,2.39,AUD
777,2024-02-27 20:56:09.010101,2024-02-27,66,5,web,card,,4.82,AUD
837,2024-02-27 22:33:09.010881,2024-02-27,98,1,web,paypal,,1.07,AUD
897,2024-02-27 00:10:09.011661,2024-02-27,62,6,web,paypal,,2.42,AUD
957,2024-02-27 01:47:09.012441,2024-02-27,32,5,pos,cash,,6.00,AUD
1017,2024-02-27 03:24:09.013221,2024-02-27,11,10,web,card,CPN5661,3.60,AUD
1077,2024-02-27 05:01:09.014001,2024-02-27,132,9,pos,cash,,3.69,AUD
1137,2024-02-27 06:38:09.014781,2024-02-27,94,7,web,cash,,3.03,AUD
1197,2024-02-27 08:15:09.015561,2024-02-27,84,4,web,paypal,,7.09,AUD
1257,2024-02-27 09:52:09.016341,2024-02-27,35,1,pos,cash,,10.39,AUD
1317,2024-02-27 11:29:09.017121,2024-02-27,92,1,pos,paypal,,4.46,AUD
1377,2024-02-27 13:06:09.017901,2024-02-27,82,5,pos,giftcard,,11.57,AUD
1437,2024-02-27 14:43:09.018681,2024-02-27,73,3,web,paypal,,9.05,AUD
1497,2024-02-27 16:20:09.019461,2024-02-27,14,7,pos,paypal,,3.88,AUD
1557,2024-02-27 17:57:09.020241,2024-02-27,99,1,web,paypal,,4.28,AUD
1617,2024-02-27 19:34:09.021021,2024-02-27,19,7,web,giftcard,CPN4039,0.00,AUD
1677,2024-02-27 21:11:09.021801,2024-02-27,137,5,pos,paypal,,5.07,AUD
1737,2024-02-27 22:48:09.022581,2024-02-27,6,6,web,card,,3.11,AUD
1797,2024-02-27 00:25:09.023361,2024-02-27,62,5,pos,giftcard,,0.00,AUD
1857,2024-02-27 02:02:09.024141,2024-02-27,17,10,web,paypal,,1.49,AUD
1917,2024-02-27 03:39:09.024921,2024-02-27,45,6,pos,cash,,5.73,AUD
1977,2024-02-27 05:16:09.025701,2024-02-27,71,5,pos,card,,8.89,AUD
2037,2024-02-27 06:53:09.026481,2024-02-27,40,7,web,giftcard,,6.63,AUD
2097,2024-02-27 08:30:09.027261,2024-02-27,96,10,web,cash,,3.45,AUD
2157,2024-02-27 10:07:09.028041,2024-02-27,31,9,pos,card,CPN6620,3.80,AUD
2217,2024-02-27 11:44:09.028821,2024-02-27,34,3,pos,paypal,CPN6863,8.59,AUD
2277,2024-02-27 13:21:09.029601,2024-02-27,2,2,pos,card,,0.03,AUD
2337,2024-02-27 14:58:09.030381,2024-02-27,18,4,web,paypal,,6.64,AUD
2397,2024-02-27 16:35:09.031161,2024-02-27,34,4,pos,card,,6.72,AUD
2457,2024-02-27 18:12:09.031941,2024-02-27,4,8,web,card,,5.26,AUD
2517,2024-02-27 19:49:09.032721,2024-02-27,108,8,pos,cash,,2.80,AUD
2577,2024-02-27 21:26:09.033501,2024-02-27,142,6,pos,giftcard,,0.00,AUD
2637,2024-02-27 23:03:09.034281,2024-02-27,96,10,web,paypal,,3.28,AUD
2697,2024-02-27 00:40:09.035061,2024-02-27,61,3,web,card,,3.53,AUD
2757,2024-02-27 02:17:09.035841,2024-02-27,68,4,pos,giftcard,,7.94,AUD
2817,2024-02-27 03:54:09.036621,2024-02-27,125,8,pos,card,,5.57,AUD
2877,2024-02-27 05:31:09.037401,2024-02-27,151,4,web,card,,3.33,AUD
2937,2024-02-27 07:08:09.038181,2024-02-27,152,10,web,paypal,,4.16,AUD
2997,2024-02-27 08:45:09.038961,2024-02-27,128,3,web,cash,,7.35,AUD
