order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
7,2024-01-08 00:11:19.000091,2024-01-08,121,3,pos,giftcard,,3.67,AUD
67,2024-01-08 01:48:19.000871,2024-01-08,116,9,pos,giftcard,,6.22,AUD
127,2024-01-08 03:25:19.001651,2024-01-08,25,6,web,paypal,,7.13,AUD
187,2024-01-08 05:02:19.002431,2024-01-08,109,3,pos,paypal,,0.00,AUD
247,2024-01-08 06:39:19.003211,2024-01-08,125,2,web,giftcard,,7.14,AUD
307,2024-01-08 08:16:19.003991,2024-01-08,80,4,web,card,,8.57,AUD
367,2024-01-08 09:53:19.004771,2024-01-08,91,4,pos,giftcard,,5.71,AUD
427,2024-01-08 11:30:19.005551,2024-01-08,55,2,web,giftcard,,1.63,AUD
487,2024-01-08 13:07:19.006331,2024-01-08,6,2,pos,giftcard,,8.67,AUD
547,2024-01-08 14:44:19.007111,2024-01-08,134,9,web,giftcard,,5.96,AUD
607,2024-01-08 16:21:19.007891,2024-01-08,14,5,web,cash,,7.08,AUD
667,2024-01-08 17:58:19.008671,2024-01-08,148,1,web,paypal,,5.34,AUD
727,2024-01-08 19:35:19.009451,2024-01-08,50,4,web,cash,CPN3748,7.79,AUD
787,2024-01-08 21:12:19.010231,2024-01-08,5,7,pos,paypal,,5.94,AUD
847,2024-01-08 22:49:19.011011,2024-01-08,119,9,web,cash,,3.67,AUD
907,2024-01-08 00:26:19.011791,2024-01-08,63,9,web,giftcard,,4.52,AUD
967,2024-01-08 02:03:19.012571,2024-01-08,22,10,web,card,,4.74,AUD
1027,2024-01-08 03:40:19.013351,2024-01-08,9,10,pos,cash,,5.31,AUD
1087,2024-01-08 05:17:19.014131,2024-01-08,76,9,web,giftcard,,4.30,AUD
1147,2024-01-08 06:54:19.014911,2024-01-08,12,9,pos,paypal,,7.10,AUD
1207,2024-01-08 08:31:19.015691,2024-01-08,106,8,pos,giftcard,,4.49,AUD
1267,2024-01-08 10:08:19.016471,2024-01-08,6,4,pos,cash,,5.12,AUD
1327,2024-01-08 11:45:19.017251,2024-01-08,25,6,web,giftcard,,2.55,AUD
1387,2024-01-08 13:22:19.018031,2024-01-08,110,5,pos,giftcard,,2.26,AUD
1447,2024-01-08 14:59:19.018811,2024-01-08,56,3,pos,cash,,0.20,AUD
1507,2024-01-08 16:36:19.019591,2024-01-08,159,6,web,card,,1.63,AUD
1567,2024-01-08 18:13:19.020371,2024-01-08,7,5,web,giftcard,,2.67,AUD
1627,2024-01-08 19:50:19.021151,2024-01-08,52,4,web,paypal,,7.00,AUD
1687,2024-01-08 21:27:19.021931,2024-01-08,116,10,web,cash,,7.37,AUD
1747,2024-01-08 23:04:19.022711,2024-01-08,10,8,web,giftcard,,6.07,AUD
1807,2024-01-08 00:41:19.023491,2024-01-08,17,2,pos,paypal,,3.58,AUD
1867,2024-01-08 02:18:19.024271,2024-01-08,112,1,web,giftcard,,6.04,AUD
1927,2024-01-08 03:55:19.025051,2024-01-08,88,10,web,giftcard,,4.80,AUD
1987,2024-01-08 05:32:19.025831,2024-01-08,126,9,pos,giftcard,,7.96,AUD
2047,2024-01-08 07:09:19.026611,2024-01-08,118,5,web,card,,0.00,AUD
2107,2024-01-08 08:46:19.027391,2024-01-08,495,354,web,card,,9.18,AUD
2167,2024-01-08 10:23:19.028171,2024-01-08,126,3,pos,card,,14.11,AUD
2227,2024-01-08 12:00:19.028951,2024-01-08,114,1,pos,paypal,,5.64,AUD
2287,2024-01-08 13:37:19.029731,2024-01-08,41,10,web,paypal,,3.51,AUD
2347,2024-01-08 15:14:19.030511,2024-01-08,140,1,pos,cash,,6.74,AUD
2407,2024-01-08 16:51:19.031291,2024-01-08,86,9,pos,card,,7.27,AUD
2467,2024-01-08 18:28:19.032071,2024-01-08,26,6,pos,cash,,5.34,AUD
2527,2024-01-08 20:05:19.032851,2024-01-08,13,1,web,card,,8.54,AUD
2587,2024-01-08 21:42:19.033631,2024-01-08,99,5,pos,paypal,,1.98,AUD
2647,2024-01-08 23:19:19.034411,2024-01-08,69,1,web,cash,,4.49,AUD
2707,2024-01-08 00:56:19.035191,2024-01-08,77,6,pos,cash,,0.46,AUD
2767,2024-01-08 02:33:19.035971,2024-01-08,154,6,web,paypal,,3.35,AUD
2827,2024-01-08 04:10:19.036751,2024-01-08,72,8,pos,card,,7.71,AUD
2887,2024-01-08 05:47:19.037531,2024-01-08,76,9,pos,giftcard,,5.37,AUD
2947,2024-01-08 07:24:19.038311,2024-01-08,69,10,web,paypal,,1.83,AUD
