order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
26,2024-01-27 00:42:02.000338,2024-01-27,134,8,pos,cash,,5.14,AUD
86,2024-01-27 02:19:02.001118,2024-01-27,26,4,pos,cash,,7.28,AUD
146,2024-01-27 03:56:02.001898,2024-01-27,144,6,web,giftcard,,2.13,AUD
206,2024-01-27 05:33:02.002678,2024-01-27,64,10,pos,giftcard,,4.29,AUD
266,2024-01-27 07:10:02.003458,2024-01-27,114,6,pos,giftcard,,6.35,AUD
326,2024-01-27 08:47:02.004238,2024-01-27,78,10,web,card,,5.45,AUD
386,2024-01-27 10:24:02.005018,2024-01-27,82,1,web,card,,4.70,AUD
446,2024-01-27 12:01:02.005798,2024-01-27,50,7,web,giftcard,,3.75,AUD
506,2024-01-27 13:38:02.006578,2024-01-27,49,4,pos,card,,5.73,AUD
566,2024-01-27 15:15:02.007358,2024-01-27,117,9,pos,giftcard,,4.82,AUD
626,2024-01-27 16:52:02.008138,2024-01-27,151,4,web,paypal,,4.02,AUD
686,2024-01-27 18:29:02.008918,2024-01-27,58,5,pos,cash,,3.25,AUD
746,2024-01-27 20:06:02.009698,2024-01-27,59,4,pos,paypal,,4.52,AUD
806,2024-01-27 21:43:02.010478,2024-01-27,131,7,pos,giftcard,,6.90,AUD
866,2024-01-27 23:20:02.011258,2024-01-27,109,8,pos,card,,1.97,AUD
926,2024-01-27 00:57:02.012038,2024-01-27,80,3,pos,paypal,,5.28,AUD
986,2024-01-27 02:34:02.012818,2024-01-27,80,6,pos,giftcard,,5.82,AUD
1046,2024-01-27 04:11:02.013598,2024-01-27,128,8,web,paypal,,2.16,AUD
1106,2024-01-27 05:48:02.014378,2024-01-27,45,10,web,giftcard,,8.38,AUD
1166,2024-01-27 07:25:02.015158,2024-01-27,39,6,pos,paypal,,6.70,AUD
1226,2024-01-27 09:02:02.015938,2024-01-27,33,7,web,card,,5.89,AUD
1286,2024-01-27 10:39:02.016718,2024-01-27,9,8,pos,paypal,,1.71,AUD
1346,2024-01-27 12:16:02.017498,2024-01-27,151,4,pos,card,,4.48,AUD
1406,2024-01-27 13:53:02.018278,2024-01-27,111,7,pos,card,,11.00,AUD
1466,2024-01-27 15:30:02.019058,2024-01-27,78,2,pos,giftcard,,6.28,AUD
1526,2024-01-27 17:07:02.019838,2024-01-27,95,10,pos,card,,3.68,AUD
1586,2024-01-27 18:44:02.020618,2024-01-27,109,6,pos,giftcard,,6.90,AUD
1646,2024-01-27 20:21:02.021398,2024-01-27,68,10,web,card,,9.49,AUD
1706,2024-01-27 21:58:02.022178,2024-01-27,94,5,web,paypal,,8.83,AUD
1766,2024-01-27 23:35:02.022958,2024-01-27,58,2,pos,cash,CPN1272,1.49,AUD
1826,2024-01-27 01:12:02.023738,2024-01-27,787,525,web,giftcard,,3.85,AUD
1886,2024-01-27 02:49:02.024518,2024-01-27,45,10,web,cash,,8.56,AUD
1946,2024-01-27 04:26:02.025298,2024-01-27,1,10,pos,paypal,,7.01,AUD
2006,2024-01-27 06:03:02.026078,2024-01-27,91,7,web,giftcard,,7.39,AUD
2066,2024-01-27 07:40:02.026858,2024-01-27,71,10,pos,paypal,,0.00,AUD
2126,2024-01-27 09:17:02.027638,2024-01-27,22,9,web,paypal,CPN4870,1.46,AUD
2186,2024-01-27 10:54:02.028418,2024-01-27,151,10,web,paypal,,5.10,AUD
2246,2024-01-27 12:31:02.029198,2024-01-27,2,5,pos,cash,,5.32,AUD
2306,2024-01-27 14:08:02.029978,2024-01-27,94,10,pos,paypal,,3.86,AUD
2366,2024-01-27 15:45:02.030758,2024-01-27,58,9,web,paypal,,7.48,AUD
2426,2024-01-27 17:22:02.031538,2024-01-27,11,7,pos,card,,6.22,AUD
2486,2024-01-27 18:59:02.032318,2024-01-27,133,3,pos,paypal,,10.63,AUD
2546,2024-01-27 20:36:02.033098,2024-01-27,34,7,web,giftcard,,4.63,AUD
2606,2024-01-27 22:13:02.033878,2024-01-27,3,2,pos,giftcard,,4.61,AUD
2666,2024-01-27 23:50:02.034658,2024-01-27,142,4,web,cash,,5.88,AUD
2726,2024-01-27 01:27:02.035438,2024-01-27,135,8,pos,paypal,,1.48,AUD
2786,2024-01-27 03:04:02.036218,2024-01-27,102,4,pos,paypal,,4.89,AUD
2846,2024-01-27 04:41:02.036998,2024-01-27,158,6,pos,paypal,,7.05,AUD
2906,2024-01-27 06:18:02.037778,2024-01-27,10,7,pos,cash,,6.41,AUD
2966,2024-01-27 07:55:02.038558,2024-01-27,201,138,pos,giftcard,,7.02,AUD
