order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
47,2024-02-17 01:15:59.000611,2024-02-17,72,4,web,paypal,,8.23,AUD
107,2024-02-17 02:52:59.001391,2024-02-17,51,6,web,giftcard,,10.28,AUD
167,2024-02-17 04:29:59.002171,2024-02-17,122,5,pos,card,,6.18,AUD
227,2024-02-17 06:06:59.002951,2024-02-17,61,6,web,cash,,4.15,AUD
287,2024-02-17 07:43:59.003731,2024-02-17,150,1,web,giftcard,,2.07,AUD
347,2024-02-17 09:20:59.004511,2024-02-17,6,3,web,giftcard,,8.76,AUD
407,2024-02-17 10:57:59.005291,2024-02-17,32,1,pos,giftcard,,4.75,AUD
467,2024-02-17 12:34:59.006071,2024-02-17,70,10,web,giftcard,,3.97,AUD
527,2024-02-17 14:11:59.006851,2024-02-17,148,9,web,paypal,,4.91,AUD
587,2024-02-17 15:48:59.007631,2024-02-17,74,10,web,paypal,,8.50,AUD
647,2024-02-17 17:25:59.008411,2024-02-17,132,4,web,card,,8.23,AUD
707,2024-02-17 19:02:59.009191,2024-02-17,14,9,pos,card,,7.71,AUD
767,2024-02-17 20:39:59.009971,2024-02-17,17,1,pos,giftcard,,4.37,AUD
827,2024-02-17 22:16:59.010751,2024-02-17,27,5,pos,paypal,,3.41,AUD
887,2024-02-17 23:53:59.011531,2024-02-17,149,10,web,paypal,,2.55,AUD
947,2024-02-17 01:30:59.012311,2024-02-17,15,10,pos,card,,7.52,AUD
1007,2024-02-17 03:07:59.013091,2024-02-17,9,4,pos,cash,,7.05,AUD
1067,2024-02-17 04:44:59.013871,2024-02-17,101,6,web,cash,,7.81,AUD
1127,2024-02-17 06:21:59.014651,2024-02-17,34,2,pos,card,,5.64,AUD
1187,2024-02-17 07:58:59.015431,2024-02-17,122,5,web,paypal,,6.46,AUD
1247,2024-02-17 09:35:59.016211,2024-02-17,127,3,pos,giftcard,,9.77,AUD
1307,2024-02-17 11:12:59.016991,2024-02-17,148,3,pos,cash,,5.68,AUD
1367,2024-02-17 12:49:59.017771,2024-02-17,43,10,pos,card,CPN5881,4.11,AUD
1427,2024-02-17 14:26:59.018551,2024-02-17,142,2,web,paypal,,6.63,AUD
1487,2024-02-17 16:03:59.019331,2024-02-17,91,1,pos,giftcard,CPN3312,8.43,AUD
1547,2024-02-17 17:40:59.020111,2024-02-17,22,2,web,card,,7.97,AUD
1607,2024-02-17 19:17:59.020891,2024-02-17,72,1,pos,giftcard,,4.67,AUD
1667,2024-02-17 20:54:59.021671,2024-02-17,106,9,web,card,,0.76,AUD
1727,2024-02-17 22:31:59.022451,2024-02-17,143,5,web,giftcard,,0.77,AUD
1787,2024-02-17 00:08:59.023231,2024-02-17,33,1,pos,paypal,,4.34,AUD
1847,2024-02-17 01:45:59.024011,2024-02-17,75,6,pos,paypal,,4.40,AUD
1907,2024-02-17 03:22:59.024791,2024-02-17,78,10,web,card,,5.39,AUD
1967,2024-02-17 04:59:59.025571,2024-02-17,86,8,web,card,,0.00,AUD
2027,2024-02-17 06:36:59.026351,2024-02-17,11,6,pos,paypal,,2.31,AUD
2087,2024-02-17 08:13:59.027131,2024-02-17,93,4,web,paypal,,7.63,AUD
2147,2024-02-17 09:50:59.027911,2024-02-17,29,4,web,giftcard,,4.67,AUD
2207,2024-02-17 11:27:59.028691,2024-02-17,86,4,pos,card,,11.60,AUD
2267,2024-02-17 13:04:59.029471,2024-02-17,100,6,web,giftcard,,4.23,AUD
2327,2024-02-17 14:41:59.030251,2024-02-17,144,8,web,paypal,,0.72,AUD
2387,2024-02-17 16:18:59.031031,2024-02-17,138,4,pos,card,CPN1810,3.56,AUD
2447,2024-02-17 17:55:59.031811,2024-02-17,54,3,web,card,CPN9522,4.69,AUD
2507,2024-02-17 19:32:59.032591,2024-02-17,21,3,web,paypal,,5.68,AUD
2567,2024-02-17 21:09:59.033371,2024-02-17,51,4,web,cash,,6.96,AUD
2627,2024-02-17 22:46:59.034151,2024-02-17,25,8,web,paypal,,7.67,AUD
2687,2024-02-17 00:23:59.034931,2024-02-17,88,7,pos,paypal,,8.23,AUD
2747,2024-02-17 02:00:59.035711,2024-02-17,27,3,web,giftcard,,6.88,AUD
2807,2024-02-17 03:37:59.036491,2024-02-17,41,8,web,paypal,,7.19,AUD
2867,2024-02-17 05:14:59.037271,2024-02-17,158,6,pos,cash,,1.92,AUD
2927,2024-02-17 06:51:59.038051,2024-02-17,155,10,web,giftcard,,7.55,AUD
2987,2024-02-17 08:28:59.038831,2024-02-17,2,5,web,card,,6.01,AUD
