sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T00:01:46,3,sensor-3,21.59,39.97,3727
2024-01-02T00:10:36,3,sensor-13,16.82,54.14,3034
2024-01-01T00:19:26,3,sensor-23,22.12,53.33,3508
2024-01-02T00:28:16,3,sensor-33,25.86,54.16,3844
2024-01-01T00:37:06,3,sensor-43,22.08,21.48,3948
2024-01-02T00:45:56,3,sensor-3,20.00,25.42,3251
2024-01-01T00:54:46,3,sensor-13,16.88,47.40,3311
2024-01-02T01:03:36,3,sensor-23,24.73,46.41,4065
2024-01-01T01:12:26,3,sensor-33,24.97,55.76,3734
2024-01-02T01:21:16,3,sensor-43,26.06,62.67,3877
2024-01-01T01:30:06,3,sensor-3,16.61,47.54,3632
2024-01-02T01:38:56,3,sensor-13,18.22,55.70,3824
2024-01-01T01:47:46,3,sensor-23,25.39,37.87,3715
2024-01-02T01:56:36,3,sensor-33,21.35,50.49,4109
2024-01-01T02:05:26,3,sensor-43,22.81,40.66,3612
2024-01-02T02:14:16,3,sensor-3,21.28,46.59,3924
2024-01-01T02:23:06,3,sensor-13,20.58,47.53,3090
2024-01-02T02:31:56,3,sensor-23,18.82,50.61,3635
2024-01-01T02:40:46,3,sensor-33,19.74,42.34,3615
2024-01-02T02:49:36,3,sensor-43,18.77,55.10,3428
2024-01-01T02:58:26,3,sensor-3,20.37,57.29,3988
2024-01-02T03:07:16,3,sensor-13,18.49,57.56,3261
2024-01-01T03:16:06,3,sensor-23,30.64,35.25,3114
2024-01-02T03:24:56,3,sensor-33,22.34,47.00,3012
2024-01-01T03:33:46,3,sensor-43,19.93,63.25,3329
2024-01-02T03:42:36,3,sensor-3,19.79,38.94,3180
2024-01-01T03:51:26,3,sensor-13,20.91,29.11,3483
2024-01-02T04:00:16,3,sensor-23,14.22,49.66,3299
2024-01-01T04:09:06,3,sensor-33,27.34,67.99,3306
2024-01-02T04:17:56,3,sensor-43,25.31,24.12,3854
2024-01-01T04:26:46,3,sensor-3,21.10,37.93,3587
2024-01-02T04:35:36,3,sensor-13,26.71,37.30,3949
2024-01-01T04:44:26,3,sensor-23,29.63,19.68,3666
2024-01-02T04:53:16,3,sensor-33,29.75,24.75,4009
2024-01-01T05:02:06,3,sensor-43,21.47,37.53,3652
2024-01-02T05:10:56,3,sensor-3,26.44,46.82,3526
2024-01-01T05:19:46,3,sensor-13,25.20,39.49,3376
2024-01-02T05:28:36,3,sensor-23,16.64,34.58,3150
2024-01-01T05:37:26,3,sensor-33,16.96,50.15,4115
2024-01-02T05:46:16,3,sensor-43,18.95,28.79,3033
2024-01-01T05:55:06,3,sensor-3,15.25,29.09,3713
2024-01-02T06:03:56,3,sensor-13,23.71,57.33,3709
2024-01-01T06:12:46,3,sensor-23,22.64,44.53,3620
2024-01-02T06:21:36,3,sensor-33,21.76,43.00,3206
2024-01-01T06:30:26,3,sensor-43,15.74,39.38,3917
2024-01-02T06:39:16,3,sensor-3,21.36,51.13,3143
2024-01-01T06:48:06,3,sensor-13,20.22,42.03,3876
2024-01-02T06:56:56,3,sensor-23,21.05,33.59,3602
2024-01-01T07:05:46,3,sensor-33,23.64,40.87,3513
2024-01-02T07:14:36,3,sensor-43,26.00,46.60,3229
2024-01-01T07:23:26,3,sensor-3,16.16,31.64,3549
2024-01-02T07:32:16,3,sensor-13,23.97,72.81,3212
2024-01-01T07:41:06,3,sensor-23,21.94,60.68,4024
2024-01-02T07:49:56,3,sensor-33,18.44,43.03,3090
2024-01-01T07:58:46,3,sensor-43,27.66,64.36,3457
2024-01-02T08:07:36,3,sensor-3,23.75,44.66,3647
2024-01-01T08:16:26,3,sensor-13,14.34,46.23,3957
2024-01-02T08:25:16,3,sensor-23,26.52,34.94,3142
2024-01-01T08:34:06,3,sensor-33,17.15,37.00,3036
2024-01-02T08:42:56,3,sensor-43,24.97,38.74,3032
2024-01-01T08:51:46,3,sensor-3,29.22,61.40,3719
2024-01-02T09:00:36,3,sensor-13,23.09,42.36,3016
2024-01-01T09:09:26,3,sensor-23,19.24,78.17,3950
2024-01-02T09:18:16,3,sensor-33,28.18,54.92,3001
2024-01-01T09:27:06,3,sensor-43,14.08,43.32,4169
2024-01-02T09:35:56,3,sensor-3,16.26,42.72,3722
2024-01-01T09:44:46,3,sensor-13,21.93,49.72,3200
2024-01-02T09:53:36,3,sensor-23,23.25,37.06,3011
2024-01-01T10:02:26,3,sensor-33,18.43,52.52,3904
2024-01-02T10:11:16,3,sensor-43,19.68,48.78,3561
2024-01-01T10:20:06,3,sensor-3,18.52,46.72,3661
2024-01-02T10:28:56,3,sensor-13,23.26,52.32,3851
2024-01-01T10:37:46,3,sensor-23,29.72,44.35,3136
2024-01-02T10:46:36,3,sensor-33,23.37,44.66,3187
2024-01-01T10:55:26,3,sensor-43,25.16,51.63,3132
2024-01-02T11:04:16,3,sensor-3,24.81,60.09,3742
2024-01-01T11:13:06,3,sensor-13,19.97,61.18,3581
2024-01-02T11:21:56,3,sensor-23,23.17,49.79,3944
2024-01-01T11:30:46,3,sensor-33,21.86,15.32,3157
2024-01-02T11:39:36,3,sensor-43,20.30,50.50,3693
2024-01-01T11:48:26,3,sensor-3,25.12,53.34,3170
2024-01-02T11:57:16,3,sensor-13,24.43,44.24,3516
2024-01-01T12:06:06,3,sensor-23,21.05,18.41,4186
2024-01-02T12:14:56,3,sensor-33,26.20,42.33,3248
2024-01-01T12:23:46,3,sensor-43,16.62,40.74,4180
2024-01-02T12:32:36,3,sensor-3,29.72,33.35,3996
2024-01-01T12:41:26,3,sensor-13,21.85,54.00,3582
2024-01-02T12:50:16,3,sensor-23,20.21,51.69,3734
2024-01-01T12:59:06,3,sensor-33,27.90,32.05,3445
2024-01-02T13:07:56,3,sensor-43,27.16,24.36,3455
2024-01-01T13:16:46,3,sensor-3,24.24,27.10,3251
2024-01-02T13:25:36,3,sensor-13,19.43,33.77,3819
2024-01-01T13:34:26,3,sensor-23,18.65,45.13,3120
2024-01-02T13:43:16,3,sensor-33,23.62,74.02,3457
2024-01-01T13:52:06,3,sensor-43,24.37,50.93,3326
