order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
52,2024-02-22 01:24:04.000676,2024-02-22,133,3,pos,giftcard,,4.82,AUD
112,2024-02-22 03:01:04.001456,2024-02-22,26,8,web,cash,,5.38,AUD
172,2024-02-22 04:38:04.002236,2024-02-22,27,9,web,card,,2.25,AUD
232,2024-02-22 06:15:04.003016,2024-02-22,145,1,pos,card,CPN2527,4.14,AUD
292,2024-02-22 07:52:04.003796,2024-02-22,127,6,web,giftcard,,6.72,AUD
352,2024-02-22 09:29:04.004576,2024-02-22,107,4,web,card,,1.93,AUD
412,2024-02-22 11:06:04.005356,2024-02-22,56,9,web,paypal,CPN3964,0.66,AUD
472,2024-02-22 12:43:04.006136,2024-02-22,146,2,web,paypal,,7.43,AUD
532,2024-02-22 14:20:04.006916,2024-02-22,128,2,web,cash,,6.60,AUD
592,2024-02-22 15:57:04.007696,2024-02-22,145,9,pos,paypal,,6.15,AUD
652,2024-02-22 17:34:04.008476,2024-02-22,39,7,pos,paypal,,4.74,AUD
712,2024-02-22 19:11:04.009256,2024-02-22,57,1,web,paypal,,3.57,AUD
772,2024-02-22 20:48:04.010036,2024-02-22,57,2,web,cash,,6.13,AUD
832,2024-02-22 22:25:04.010816,2024-02-22,43,7,pos,paypal,,2.35,AUD
892,2024-02-22 00:02:04.011596,2024-02-22,98,9,pos,cash,,0.89,AUD
952,2024-02-22 01:39:04.012376,2024-02-22,33,3,web,giftcard,,7.71,AUD
1012,2024-02-22 03:16:04.013156,2024-02-22,59,7,pos,card,,5.07,AUD
1072,2024-02-22 04:53:04.013936,2024-02-22,6,7,web,giftcard,,2.78,AUD
1132,2024-02-22 06:30:04.014716,2024-02-22,74,5,pos,giftcard,,7.84,AUD
1192,2024-02-22 08:07:04.015496,2024-02-22,159,3,pos,cash,,5.10,AUD
1252,2024-02-22 09:44:04.016276,2024-02-22,65,2,pos,cash,,5.95,AUD
1312,2024-02-22 11:21:04.017056,2024-02-22,57,3,pos,giftcard,,5.37,AUD
1372,2024-02-22 12:58:04.017836,2024-02-22,84,2,pos,giftcard,,8.93,AUD
1432,2024-02-22 14:35:04.018616,2024-02-22,4,6,web,cash,,7.20,AUD
1492,2024-02-22 16:12:04.019396,2024-02-22,110,4,pos,giftcard,,4.27,AUD
1552,2024-02-22 17:49:04.020176,2024-02-22,20,5,web,giftcard,,4.18,AUD
1612,2024-02-22 19:26:04.020956,2024-02-22,11,8,web,giftcard,,7.08,AUD
1672,2024-02-22 21:03:04.021736,2024-02-22,123,8,web,cash,,1.50,AUD
1732,2024-02-22 22:40:04.022516,2024-02-22,133,5,pos,giftcard,,4.24,AUD
1792,2024-02-22 00:17:04.023296,2024-02-22,7,4,pos,giftcard,,8.85,AUD
1852,2024-02-22 01:54:04.024076,2024-02-22,160,6,pos,cash,,9.36,AUD
1912,2024-02-22 03:31:04.024856,2024-02-22,139,10,pos,paypal,,1.75,AUD
1972,2024-02-22 05:08:04.025636,2024-02-22,50,10,pos,cash,,4.15,AUD
2032,2024-02-22 06:45:04.026416,2024-02-22,48,4,pos,cash,,9.64,AUD
2092,2024-02-22 08:22:04.027196,2024-02-22,77,4,pos,giftcard,,4.09,AUD
2152,2024-02-22 09:59:04.027976,2024-02-22,83,6,pos,giftcard,,0.00,AUD
2212,2024-02-22 11:36:04.028756,2024-02-22,47,7,pos,paypal,,8.38,AUD
2272,2024-02-22 13:13:04.029536,2024-02-22,136,8,pos,card,,12.13,AUD
2332,2024-02-22 14:50:04.030316,2024-02-22,14,5,web,giftcard,,9.55,AUD
2392,2024-02-22 16:27:04.031096,2024-02-22,97,3,web,paypal,,3.22,AUD
2452,2024-02-22 18:04:04.031876,2024-02-22,74,1,web,paypal,,0.00,AUD
2512,2024-02-22 19:41:04.032656,2024-02-22,130,4,pos,giftcard,,3.41,AUD
2572,2024-02-22 21:18:04.033436,2024-02-22,46,6,web,giftcard,,10.88,AUD
2632,2024-02-22 22:55:04.034216,2024-02-22,138,8,pos,paypal,,5.40,AUD
2692,2024-02-22 00:32:04.034996,2024-02-22,17,1,pos,cash,,1.26,AUD
2752,2024-02-22 02:09:04.035776,2024-02-22,70,6,pos,giftcard,,6.38,AUD
2812,2024-02-22 03:46:04.036556,2024-02-22,79,5,pos,paypal,,6.81,AUD
2872,2024-02-22 05:23:04.037336,2024-02-22,159,5,web,paypal,,6.79,AUD
2932,2024-02-22 07:00:04.038116,2024-02-22,51,6,pos,paypal,,9.22,AUD
2992,2024-02-22 08:37:04.038896,2024-02-22,104,6,pos,giftcard,,4.90,AUD
