order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
4,2024-01-05 00:06:28.000052,2024-01-05,50,2,web,card,,7.20,AUD
64,2024-01-05 01:43:28.000832,2024-01-05,58,3,pos,paypal,,4.51,AUD
124,2024-01-05 03:20:28.001612,2024-01-05,159,7,pos,giftcard,,5.81,AUD
184,2024-01-05 04:57:28.002392,2024-01-05,66,7,pos,paypal,,0.52,AUD
244,2024-01-05 06:34:28.003172,2024-01-05,45,7,pos,cash,,7.97,AUD
304,2024-01-05 08:11:28.003952,2024-01-05,83,10,pos,card,,9.63,AUD
364,2024-01-05 09:48:28.004732,2024-01-05,27,5,pos,paypal,,0.00,AUD
424,2024-01-05 11:25:28.005512,2024-01-05,145,1,pos,giftcard,,8.94,AUD
484,2024-01-05 13:02:28.006292,2024-01-05,62,7,pos,paypal,,5.83,AUD
544,2024-01-05 14:39:28.007072,2024-01-05,98,2,web,cash,,6.55,AUD
604,2024-01-05 16:16:28.007852,2024-01-05,69,6,pos,giftcard,,8.51,AUD
664,2024-01-05 17:53:28.008632,2024-01-05,18,4,web,cash,,6.29,AUD
724,2024-01-05 19:30:28.009412,2024-01-05,141,6,web,cash,,4.78,AUD
784,2024-01-05 21:07:28.010192,2024-01-05,19,10,web,card,,4.40,AUD
844,2024-01-05 22:44:28.010972,2024-01-05,24,1,pos,giftcard,,8.01,AUD
904,2024-01-05 00:21:28.011752,2024-01-05,152,9,web,giftcard,,4.46,AUD
964,2024-01-05 01:58:28.012532,2024-01-05,84,5,pos,giftcard,,1.80,AUD
1024,2024-01-05 03:35:28.013312,2024-01-05,149,2,pos,cash,,5.17,AUD
1084,2024-01-05 05:12:28.014092,2024-01-05,55,6,pos,cash,,6.16,AUD
1144,2024-01-05 06:49:28.014872,2024-01-05,147,4,pos,paypal,,4.72,AUD
1204,2024-01-05 08:26:28.015652,2024-01-05,14,5,web,card,,3.44,AUD
1264,2024-01-05 10:03:28.016432,2024-01-05,75,5,pos,card,,1.08,AUD
1324,2024-01-05 11:40:28.017212,2024-01-05,116,1,web,giftcard,,9.30,AUD
1384,2024-01-05 13:17:28.017992,2024-01-05,16,3,pos,paypal,,2.22,AUD
1444,2024-01-05 14:54:28.018772,2024-01-05,30,8,web,giftcard,,6.23,AUD
1504,2024-01-05 16:31:28.019552,2024-01-05,27,2,web,giftcard,,9.22,AUD
1564,2024-01-05 18:08:28.020332,2024-01-05,39,5,web,cash,,0.00,AUD
1624,2024-01-05 19:45:28.021112,2024-01-05,71,7,pos,card,,5.65,AUD
1684,2024-01-05 21:22:28.021892,2024-01-05,20,7,web,cash,,4.26,AUD
1744,2024-01-05 22:59:28.022672,2024-01-05,75,1,pos,card,,5.58,AUD
1804,2024-01-05 00:36:28.023452,2024-01-05,37,3,pos,cash,,4.79,AUD
1864,2024-01-05 02:13:28.024232,2024-01-05,70,3,web,card,,5.51,AUD
1924,2024-01-05 03:50:28.025012,2024-01-05,125,2,pos,cash,,5.79,AUD
1984,2024-01-05 05:27:28.025792,2024-01-05,87,3,web,paypal,,6.57,AUD
2044,2024-01-05 07:04:28.026572,2024-01-05,149,5,web,paypal,,6.78,AUD
2104,2024-01-05 08:41:28.027352,2024-01-05,87,10,web,giftcard,,11.44,AUD
2164,2024-01-05 10:18:28.028132,2024-01-05,127,9,pos,card,,3.44,AUD
2224,2024-01-05 11:55:28.028912,2024-01-05,111,6,web,giftcard,,9.18,AUD
2284,2024-01-05 13:32:28.029692,2024-01-05,134,9,pos,card,,3.04,AUD
2344,2024-01-05 15:09:28.030472,2024-01-05,132,8,web,paypal,,3.19,AUD
2404,2024-01-05 16:46:28.031252,2024-01-05,47,6,pos,paypal,,4.60,AUD
2464,2024-01-05 18:23:28.032032,2024-01-05,127,4,pos,paypal,,9.64,AUD
2524,2024-01-05 20:00:28.032812,2024-01-05,88,6,pos,giftcard,,5.74,AUD
2584,2024-01-05 21:37:28.033592,2024-01-05,112,10,pos,giftcard,CPN1231,11.31,AUD
2644,2024-01-05 23:14:28.034372,2024-01-05,58,1,pos,paypal,,10.19,AUD
2704,2024-01-05 00:51:28.035152,2024-01-05,135,9,pos,card,,4.91,AUD
2764,2024-01-05 02:28:28.035932,2024-01-05,122,4,web,card,,4.70,AUD
2824,2024-01-05 04:05:28.036712,2024-01-05,93,10,pos,giftcard,,11.52,AUD
2884,2024-01-05 05:42:28.037492,2024-01-05,74,10,pos,card,,5.49,AUD
2944,2024-01-05 07:19:28.038272,2024-01-05,108,2,pos,paypal,,6.77,AUD
