order_id,order_ts,order_dt_local,customer_id,store_id,channel,payment_method,coupon_code,shipping_fee,currency
23,2024-01-24 00:37:11.000299,2024-01-24,65,9,web,giftcard,,2.82,AUD
83,2024-01-24 02:14:11.001079,2024-01-24,53,3,pos,giftcard,,8.71,AUD
143,2024-01-24 03:51:11.001859,2024-01-24,115,5,web,giftcard,,3.95,AUD
203,2024-01-24 05:28:11.002639,2024-01-24,19,5,web,paypal,,4.77,AUD
263,2024-01-24 07:05:11.003419,2024-01-24,120,3,pos,cash,,3.32,AUD
323,2024-01-24 08:42:11.004199,2024-01-24,67,4,pos,giftcard,CPN5615,5.28,AUD
383,2024-01-24 10:19:11.004979,2024-01-24,102,5,pos,paypal,,2.71,AUD
443,2024-01-24 11:56:11.005759,2024-01-24,38,2,pos,paypal,,2.11,AUD
503,2024-01-24 13:33:11.006539,2024-01-24,154,5,pos,cash,,8.19,AUD
563,2024-01-24 15:10:11.007319,2024-01-24,8,4,pos,cash,,10.60,AUD
623,2024-01-24 16:47:11.008099,2024-01-24,9,1,pos,cash,,0.63,AUD
683,2024-01-24 18:24:11.008879,2024-01-24,39,1,web,paypal,,7.13,AUD
743,2024-01-24 20:01:11.009659,2024-01-24,20,5,pos,card,,0.60,AUD
803,2024-01-24 21:38:11.010439,2024-01-24,17,6,pos,card,,5.16,AUD
863,2024-01-24 23:15:11.011219,2024-01-24,2,3,web,cash,,10.80,AUD
923,2024-01-24 00:52:11.011999,2024-01-24,3,3,pos,cash,,6.05,AUD
983,2024-01-24 02:29:11.012779,2024-01-24,100,5,web,giftcard,,8.62,AUD
1043,2024-01-24 04:06:11.013559,2024-01-24,8,3,web,giftcard,,2.25,AUD
1103,2024-01-24 05:43:11.014339,2024-01-24,7,6,pos,cash,,3.54,AUD
1163,2024-01-24 07:20:11.015119,2024-01-24,38,10,pos,paypal,,8.88,AUD
1223,2024-01-24 08:57:11.015899,2024-01-24,155,8,pos,card,,7.73,AUD
1283,2024-01-24 10:34:11.016679,2024-01-24,87,1,web,paypal,,0.21,AUD
1343,2024-01-24 12:11:11.017459,2024-01-24,21,5,pos,cash,,1.20,AUD
1403,2024-01-24 13:48:11.018239,2024-01-24,55,8,pos,cash,,1.30,AUD
1463,2024-01-24 15:25:11.019019,2024-01-24,41,9,web,card,,2.58,AUD
1523,2024-01-24 17:02:11.019799,2024-01-24,19,4,pos,card,,4.94,AUD
1583,2024-01-24 18:39:11.020579,2024-01-24,26,7,pos,cash,CPN5032,0.00,AUD
1643,2024-01-24 20:16:11.021359,2024-01-24,66,8,pos,cash,,4.20,AUD
1703,2024-01-24 21:53:11.022139,2024-01-24,12,7,pos,card,,2.39,AUD
1763,2024-01-24 23:30:11.022919,2024-01-24,76,7,web,paypal,,5.95,AUD
1823,2024-01-24 01:07:11.023699,2024-01-24,134,7,pos,card,,5.05,AUD
1883,2024-01-24 02:44:11.024479,2024-01-24,72,5,pos,cash,,0.00,AUD
1943,2024-01-24 04:21:11.025259,2024-01-24,3,4,pos,card,,10.30,AUD
2003,2024-01-24 05:58:11.026039,2024-01-24,65,2,web,paypal,,4.47,AUD
2063,2024-01-24 07:35:11.026819,2024-01-24,122,10,web,card,,3.00,AUD
2123,2024-01-24 09:12:11.027599,2024-01-24,159,5,pos,paypal,,4.80,AUD
2183,2024-01-24 10:49:11.028379,2024-01-24,58,5,pos,giftcard,,0.42,AUD
2243,2024-01-24 12:26:11.029159,2024-01-24,13,1,web,paypal,,1.77,AUD
2303,2024-01-24 14:03:11.029939,2024-01-24,79,7,pos,cash,,7.10,AUD
2363,2024-01-24 15:40:11.030719,2024-01-24,71,6,pos,paypal,,8.18,AUD
2423,2024-01-24 17:17:11.031499,2024-01-24,139,6,pos,paypal,,1.07,AUD
2483,2024-01-24 18:54:11.032279,2024-01-24,26,4,web,giftcard,,0.00,AUD
2543,2024-01-24 20:31:11.033059,2024-01-24,22,9,web,giftcard,,7.85,AUD
2603,2024-01-24 22:08:11.033839,2024-01-24,3,4,pos,cash,,0.84,AUD
2663,2024-01-24 23:45:11.034619,2024-01-24,20,1,pos,card,,4.43,AUD
2723,2024-01-24 01:22:11.035399,2024-01-24,67,5,pos,paypal,,6.74,AUD
2783,2024-01-24 02:59:11.036179,2024-01-24,64,1,web,giftcard,,5.05,AUD
2843,2024-01-24 04:36:11.036959,2024-01-24,48,10,web,card,,8.05,AUD
2903,2024-01-24 06:13:11.037739,2024-01-24,100,10,pos,card,,0.00,AUD
2963,2024-01-24 07:50:11.038519,2024-01-24,44,1,pos,card,,6.45,AUD
