order_id,line_number,product_id,qty,unit_price,line_discount_pct,tax_pct
57,1,23,4,26.4193,0.0248,0.0186
57,2,32,2,8.8695,0.0745,0.0155
57,3,19,2,25.5149,0.0339,0.0027
57,4,8,2,0.6785,0.0768,0.0227
57,5,22,1,21.1503,0.0993,0.0128
117,1,14,2,18.2091,0.1221,0.0143
117,2,32,1,0.2177,0.0538,0.0144
117,3,28,3,24.2155,0.1510,0.0278
117,4,10,1,11.8900,0.2004,0.0584
117,5,42,1,21.4936,0.0358,0.0274
177,1,44,1,37.0459,0.1533,0.0201
177,2,34,3,0.3267,0.1483,0.0247
177,3,1,1,18.3015,0.0363,0.0190
177,4,24,5,12.8854,0.1783,0.0183
177,5,1,1,32.0799,0.1192,0.0427
237,1,37,2,49.4305,0.0600,0.0371
237,2,24,1,20.1805,0.0900,0.0650
237,3,2,1,10.9955,0.0520,0.0184
237,4,5,2,7.2174,0.2448,0.0229
237,5,27,3,25.6224,0.3704,0.1100
297,1,49,1,21.8087,0.0835,0.0373
297,2,28,3,29.0101,0.0826,0.0302
297,3,23,3,21.4502,0.1611,0.0272
297,4,32,1,28.4249,0.0866,0.0246
297,5,33,1,12.3353,0.1378,0.0120
357,1,41,3,12.3630,0.0389,0.0490
357,2,41,1,35.5739,0.1159,0.0270
357,3,1,5,30.4467,0.0291,0.0251
357,4,37,2,26.7855,0.0403,0.0339
357,5,35,1,25.8665,0.0481,0.0366
417,1,22,1,21.6359,0.0006,0.0354
417,2,44,2,21.1376,0.0578,0.0775
417,3,41,1,23.5295,0.0085,0.0626
417,4,11,1,30.0096,0.1714,0.0340
417,5,45,3,4.1781,0.0110,0.0217
477,1,11,3,41.1269,0.0498,0.0380
477,2,12,3,8.4535,0.1078,0.0475
477,3,10,3,18.6548,0.0605,0.0568
477,4,18,2,22.6454,0.0507,0.0556
477,5,38,1,22.2360,0.1211,0.0101
537,1,42,3,29.3651,0.1164,0.0324
537,2,16,1,9.9096,0.0167,0.0082
537,3,26,1,24.5686,0.1806,0.0817
537,4,28,1,31.0923,0.0310,0.0079
537,5,50,7,9.9800,0.0677,0.0075
597,1,48,5,11.2468,0.0924,0.0300
597,2,18,1,26.5862,0.0710,0.0709
597,3,32,1,17.2164,0.0002,0.0745
597,4,16,2,17.5345,0.0225,0.0309
597,5,9,1,20.8988,0.0132,0.0360
657,1,50,1,28.2531,0.0254,0.0695
657,2,23,2,15.7571,0.0232,0.0264
657,3,13,2,10.4562,0.0802,0.0298
657,4,19,1,27.1147,0.0191,0.0101
657,5,47,2,15.0174,0.0071,0.0082
717,1,10,1,13.9849,0.0481,0.0250
717,2,22,1,3.5595,0.1426,0.0242
717,3,27,4,10.6658,0.1606,0.0408
717,4,28,2,28.7521,0.1673,0.0582
717,5,43,1,8.0038,0.0445,0.0113
777,1,39,3,24.4092,0.1039,0.0247
777,2,6,1,6.1771,0.0062,0.1460
777,3,36,3,23.3556,0.1485,0.0604
777,4,19,3,14.8797,0.0976,0.0165
777,5,11,5,37.9346,0.0262,0.0134
837,1,45,1,16.8340,0.1431,0.0150
837,2,46,2,33.6535,0.1176,0.0447
837,3,2,3,8.6185,0.0195,0.0481
837,4,11,5,16.4005,0.1251,0.0107
837,5,8,3,34.4745,0.0642,0.0147
897,1,23,2,21.8540,0.4210,0.0550
897,2,28,3,31.6192,0.1464,0.0194
897,3,45,1,22.8972,0.0682,0.0542
897,4,36,1,39.4238,0.4624,0.0223
897,5,41,4,43.3611,0.0312,0.0111
957,1,37,1,7.0216,0.3091,0.0795
957,2,17,2,28.8456,0.0080,0.0555
957,3,15,1,14.4722,0.0574,0.0048
957,4,6,2,25.2880,0.0868,0.0262
957,5,22,1,25.4803,0.1604,0.0561
1017,1,27,3,13.8519,0.3052,0.0849
1017,2,32,1,10.5909,0.0923,0.1363
1017,3,14,3,6.4437,0.0647,0.0215
1017,4,8,4,24.4769,0.0249,0.0124
1017,5,33,1,21.6374,0.2025,0.0055
1077,1,34,2,21.4551,0.0338,0.0299
1077,2,10,1,20.0668,0.0404,0.0620
1077,3,25,2,14.5332,0.1549,0.0254
1077,4,32,6,24.0915,0.2033,0.0262
1077,5,25,1,20.0083,0.0166,0.0457
1137,1,36,2,24.1595,0.0130,0.0290
1137,2,34,3,19.9372,0.0534,0.0253
1137,3,27,5,5.7609,0.1162,0.0091
1137,4,42,2,37.0053,0.0829,0.0266
1137,5,20,1,14.7000,0.0876,0.0408
1197,1,32,1,13.1410,0.1303,0.0448
1197,2,9,3,17.1201,0.1754,0.0099
1197,3,7,3,8.2454,0.1753,0.0413
1197,4,30,1,16.7876,0.2417,0.0743
1197,5,6,6,13.4911,0.0045,0.0457
1257,1,15,2,31.6409,0.1470,0.0554
1257,2,45,3,23.4708,0.0995,0.0085
1257,3,50,1,23.0033,0.1285,0.0470
1257,4,49,1,31.5555,0.0160,0.0254
1257,5,30,3,27.9302,0.0017,0.0295
1317,1,41,2,26.2967,0.0959,0.0650
1317,2,25,1,16.7714,0.0496,0.0173
1317,3,50,1,9.6694,0.0715,0.0021
1317,4,16,4,10.9848,0.0249,0.0084
1317,5,46,2,28.5139,0.0499,0.0136
1377,1,26,2,8.6640,0.2832,0.0011
1377,2,22,1,22.2050,0.2190,0.0217
1377,3,32,5,5.0093,0.0169,0.0105
1377,4,33,1,35.5966,0.0187,0.0317
1377,5,14,1,28.2996,0.1441,0.0415
1437,1,40,1,9.3989,0.1630,0.0361
1437,2,32,3,1.2032,0.0617,0.0187
1437,3,24,2,32.5903,0.2110,0.0030
1437,4,43,3,30.1561,0.0892,0.0609
1437,5,19,1,21.2959,0.0220,0.0236
1497,1,19,4,36.4341,0.0363,0.0197
1497,2,29,1,26.4855,0.1966,0.0533
1497,3,24,2,11.8091,0.0100,0.0505
1497,4,46,2,11.0673,0.0145,0.0443
1497,5,32,3,15.6644,0.0326,0.0411
1557,1,33,3,18.3361,0.0450,0.0643
1557,2,10,2,2.4762,0.0159,0.0801
1557,3,36,1,15.1149,0.0795,0.0141
1557,4,36,2,28.1329,0.0719,0.0216
1557,5,36,1,16.6772,0.0864,0.0432
1617,1,24,1,14.9057,0.0077,0.0200
1617,2,27,1,10.1278,0.0444,0.0415
1617,3,42,1,13.1237,0.1081,0.0145
1617,4,38,4,15.9357,0.0305,0.0855
1617,5,11,1,15.4196,0.1439,0.0245
1677,1,17,2,19.1930,0.0758,0.0425
1677,2,45,1,27.4395,0.0412,0.0297
1677,3,11,1,38.3152,0.1928,0.0228
1677,4,31,2,16.7785,0.0649,0.0677
1677,5,44,1,24.5945,0.1054,0.0439
1737,1,22,2,33.8180,0.1403,0.1202
1737,2,45,1,37.1824,0.0954,0.0291
1737,3,12,4,7.8515,0.2014,0.0675
1737,4,5,4,25.8943,0.0024,0.0947
1737,5,20,3,29.8926,0.0957,0.0244
1797,1,33,4,5.5964,0.4063,0.0100
1797,2,4,2,23.7867,0.0176,0.0665
1797,3,47,1,18.9654,0.0265,0.0168
1797,4,24,1,6.3386,0.0012,0.0253
1797,5,18,3,18.0766,0.1082,0.0158
1857,1,47,1,9.7713,0.0777,0.0538
1857,2,32,1,19.6652,0.1207,0.0248
1857,3,13,3,28.0598,0.0247,0.0096
1857,4,12,3,7.9204,0.0971,0.0436
1857,5,23,2,31.6235,0.1129,0.0244
1917,1,40,3,24.2986,0.0344,0.0163
1917,2,8,4,5.0153,0.0082,0.0661
1917,3,40,2,27.8055,0.0648,0.0343
1917,4,47,1,19.5464,0.0151,0.0373
1917,5,31,3,9.3295,0.0535,0.0549
1977,1,25,2,12.2844,0.0602,0.0666
1977,2,40,1,1.3856,0.0191,0.0824
1977,3,15,1,23.7036,0.0537,0.0308
1977,4,25,3,32.2754,0.0196,0.0326
1977,5,12,1,14.4975,0.0976,0.0268
2037,1,41,3,15.1663,0.1363,0.0442
2037,2,48,1,4.8706,0.0863,0.0235
2037,3,6,4,3.6580,0.0054,0.0453
2037,4,17,2,29.2743,0.0278,0.0524
2037,5,43,1,12.2571,0.0705,0.0169
