sensor_ts,store_id,shelf_id,temperature_c,humidity_pct,battery_mv
2024-01-01T00:02:39,4,sensor-4,27.89,45.25,3616
2024-01-02T00:11:29,4,sensor-14,16.89,53.78,3457
2024-01-01T00:20:19,4,sensor-24,20.48,40.18,3673
2024-01-02T00:29:09,4,sensor-34,13.76,49.19,3865
2024-01-01T00:37:59,4,sensor-44,16.33,42.90,3895
2024-01-02T00:46:49,4,sensor-4,19.58,64.25,3950
2024-01-01T00:55:39,4,sensor-14,16.77,15.62,4055
2024-01-02T01:04:29,4,sensor-24,12.34,56.39,3883
2024-01-01T01:13:19,4,sensor-34,27.54,31.11,4194
2024-01-02T01:22:09,4,sensor-44,23.33,24.35,4052
2024-01-01T01:30:59,4,sensor-4,21.16,26.38,3978
2024-01-02T01:39:49,4,sensor-14,19.00,46.96,3791
2024-01-01T01:48:39,4,sensor-24,27.32,42.15,4172
2024-01-02T01:57:29,4,sensor-34,13.98,49.16,4073
2024-01-01T02:06:19,4,sensor-44,18.71,51.08,3609
2024-01-02T02:15:09,4,sensor-4,24.41,27.21,3235
2024-01-01T02:23:59,4,sensor-14,25.36,52.60,3248
2024-01-02T02:32:49,4,sensor-24,22.12,40.24,3986
2024-01-01T02:41:39,4,sensor-34,17.45,53.44,3997
2024-01-02T02:50:29,4,sensor-44,24.67,50.75,3161
2024-01-01T02:59:19,4,sensor-4,19.80,41.80,3625
2024-01-02T03:08:09,4,sensor-14,18.53,57.88,3520
2024-01-01T03:16:59,4,sensor-24,20.52,31.25,4135
2024-01-02T03:25:49,4,sensor-34,18.55,48.70,3053
2024-01-01T03:34:39,4,sensor-44,18.95,61.14,3184
2024-01-02T03:43:29,4,sensor-4,19.50,48.81,3435
2024-01-01T03:52:19,4,sensor-14,23.93,23.87,3585
2024-01-02T04:01:09,4,sensor-24,20.68,39.67,4139
2024-01-01T04:09:59,4,sensor-34,16.08,40.75,3243
2024-01-02T04:18:49,4,sensor-44,18.19,15.44,3828
2024-01-01T04:27:39,4,sensor-4,200.00,150.00,3392
2024-01-02T04:36:29,4,sensor-14,19.00,64.42,3012
2024-01-01T04:45:19,4,sensor-24,13.00,58.93,3113
2024-01-02T04:54:09,4,sensor-34,23.91,57.83,3208
2024-01-01T05:02:59,4,sensor-44,16.28,44.65,3977
2024-01-02T05:11:49,4,sensor-4,25.51,27.01,3803
2024-01-01T05:20:39,4,sensor-14,22.52,30.55,3300
2024-01-02T05:29:29,4,sensor-24,16.24,37.27,3012
2024-01-01T05:38:19,4,sensor-34,19.43,52.77,3801
2024-01-02T05:47:09,4,sensor-44,23.39,42.55,3662
2024-01-01T05:55:59,4,sensor-4,20.88,73.72,3177
2024-01-02T06:04:49,4,sensor-14,22.17,43.85,4055
2024-01-01T06:13:39,4,sensor-24,21.83,57.24,3923
2024-01-02T06:22:29,4,sensor-34,24.37,41.99,4107
2024-01-01T06:31:19,4,sensor-44,23.94,58.67,3950
2024-01-02T06:40:09,4,sensor-4,20.70,62.81,4002
2024-01-01T06:48:59,4,sensor-14,20.68,41.51,3853
2024-01-02T06:57:49,4,sensor-24,20.42,44.15,3755
2024-01-01T07:06:39,4,sensor-34,17.18,46.38,4145
2024-01-02T07:15:29,4,sensor-44,21.85,34.66,3995
2024-01-01T07:24:19,4,sensor-4,20.22,61.53,3992
2024-01-02T07:33:09,4,sensor-14,18.78,43.70,4010
2024-01-01T07:41:59,4,sensor-24,21.30,28.71,3766
2024-01-02T07:50:49,4,sensor-34,20.39,62.10,3907
2024-01-01T07:59:39,4,sensor-44,31.27,51.91,3926
2024-01-02T08:08:29,4,sensor-4,17.93,54.45,3358
2024-01-01T08:17:19,4,sensor-14,30.59,23.13,3752
2024-01-02T08:26:09,4,sensor-24,20.19,48.53,4184
2024-01-01T08:34:59,4,sensor-34,22.74,47.22,3717
2024-01-02T08:43:49,4,sensor-44,23.95,40.06,3205
2024-01-01T08:52:39,4,sensor-4,23.68,33.37,4065
2024-01-02T09:01:29,4,sensor-14,21.40,46.40,3219
2024-01-01T09:10:19,4,sensor-24,21.66,43.27,3053
2024-01-02T09:19:09,4,sensor-34,23.57,53.87,3466
2024-01-01T09:27:59,4,sensor-44,21.31,37.87,4051
2024-01-02T09:36:49,4,sensor-4,21.24,40.64,4144
2024-01-01T09:45:39,4,sensor-14,23.96,61.71,3418
2024-01-02T09:54:29,4,sensor-24,24.91,50.61,3512
